# time (s), ax(cm/s^2), ay(cm/s^2), az(cm/s^2), distF (mm), distL (mm), distR (mm)
2.47,-34.48,76.95,-42.93,120.00,2.30,120.00
2.54,-34.64,72.67,-57.01,36.50,2.40,120.00
2.60,-29.80,73.39,-57.35,40.30,2.10,120.00
2.67,-31.19,70.64,-58.86,42.30,2.20,120.00
2.79,-29.86,71.01,-51.35,45.30,1.40,120.00
2.86,-32.10,73.52,-55.21,40.90,1.70,120.00
2.92,-31.48,74.35,-55.57,44.40,1.80,120.00
2.98,-30.98,72.35,-44.38,41.40,1.70,120.00
3.11,-33.01,74.65,-54.79,120.00,2.00,120.00
3.18,-37.42,74.41,-45.40,120.00,0.90,120.00
3.24,-36.72,79.36,-34.74,120.00,1.50,120.00
3.30,-36.85,74.18,-31.26,120.00,1.40,120.00
3.43,-30.32,76.72,-58.84,41.70,2.20,120.00
3.49,-35.80,57.46,-74.49,39.50,1.10,120.00
3.55,-33.11,60.93,-67.52,120.00,2.10,120.00
3.62,-33.61,72.08,-42.04,120.00,1.80,120.00
3.75,-39.30,79.11,-30.78,120.00,2.10,120.00
3.81,-39.50,78.85,-26.04,120.00,2.40,120.00
3.87,-31.81,74.84,-42.18,120.00,1.50,120.00
3.94,-34.09,55.49,-75.52,32.70,2.50,120.00
4.06,-35.00,61.12,-79.69,37.70,1.40,120.00
4.13,-38.73,63.34,-46.92,120.00,2.10,120.00
4.19,-40.87,67.43,-53.04,120.00,2.40,120.00
4.25,-39.68,71.70,-52.54,120.00,2.00,120.00
4.38,-37.37,55.24,-72.82,120.00,1.80,18.30
4.45,-35.44,47.09,-83.65,38.80,2.10,13.30
4.51,-35.60,57.50,-77.91,32.40,2.50,120.00
4.57,-39.75,70.45,-48.28,120.00,2.80,120.00
4.70,-40.15,71.24,-44.87,120.00,2.50,15.60
4.76,-41.08,68.07,-60.61,120.00,1.90,120.00
4.83,-35.84,59.80,-70.06,40.30,1.80,120.00
4.89,-35.80,60.14,-69.34,36.10,2.30,120.00
5.02,-37.36,61.69,-65.95,73.30,1.60,120.00
5.08,-36.52,60.09,-67.18,120.00,2.70,120.00
5.14,-37.23,65.96,-75.18,58.50,1.70,120.00
5.21,-40.06,69.87,-62.54,120.00,1.90,120.00
5.33,-42.41,78.05,-27.56,120.00,3.20,30.80
5.40,-44.10,78.46,-28.66,120.00,2.40,6.30
5.46,-42.65,69.56,-52.95,120.00,2.90,120.00
5.52,-38.19,57.69,-71.25,120.00,1.00,120.00
5.65,-39.23,73.41,-72.48,10.10,1.00,120.00
5.71,-42.89,74.58,-42.46,120.00,3.00,120.00
5.78,-46.04,74.88,-31.81,120.00,3.00,120.00
5.84,-43.97,66.96,-26.37,120.00,2.90,120.00
5.97,-40.21,57.55,-72.26,120.00,2.50,17.00
6.03,-39.72,50.07,-80.22,120.00,1.90,14.00
6.10,-40.96,55.59,-72.62,120.00,2.20,120.00
6.16,-39.11,65.22,-49.18,0.00,2.60,120.00
6.28,-40.09,71.73,-49.26,120.00,3.00,120.00
6.35,-38.08,69.90,-55.15,120.00,1.50,120.00
6.41,-41.18,56.90,-69.22,120.00,1.50,120.00
6.47,-41.93,62.93,-65.37,120.00,2.80,120.00
6.60,-36.82,75.42,-46.86,120.00,2.30,120.00
6.66,-34.76,75.87,-27.18,120.00,2.70,120.00
6.73,-39.33,81.48,-33.20,120.00,2.40,120.00
6.79,-37.71,67.72,-33.52,120.00,2.20,120.00
6.92,-34.70,66.84,-67.32,29.90,2.30,120.00
6.98,-34.51,69.42,-76.00,30.60,3.10,120.00
7.05,-36.36,70.40,-47.34,120.00,2.40,120.00
7.11,-39.20,74.21,-44.75,120.00,2.90,120.00
7.24,-42.00,76.52,-40.64,0.00,2.90,120.00
7.30,-42.53,70.51,-38.10,120.00,2.90,120.00
7.36,-36.06,62.59,-55.68,30.60,3.00,120.00
7.43,-31.93,55.36,-77.50,24.40,2.80,15.00
7.55,-35.61,63.68,-61.63,120.00,2.50,120.00
7.62,-39.29,70.77,-52.42,120.00,2.60,120.00
7.68,-40.22,76.03,-44.73,120.00,3.20,120.00
7.74,-39.29,75.51,-38.76,120.00,2.90,120.00
7.87,-41.37,74.33,-57.89,120.00,2.50,120.00
7.93,-34.37,63.95,-68.22,25.50,1.80,120.00
8.00,-34.56,65.44,-76.45,29.00,2.50,120.00
8.06,-38.80,72.73,-48.53,120.00,2.50,120.00
8.19,-39.25,75.45,-40.99,64.20,2.90,120.00
8.25,-39.37,79.49,-41.76,120.00,2.60,120.00
8.31,-39.06,74.30,-42.53,68.70,2.90,120.00
8.38,-36.79,75.13,-59.23,120.00,2.40,120.00
8.50,-33.87,68.19,-63.40,31.60,2.20,120.00
8.57,-38.43,76.61,-45.50,120.00,2.60,120.00
8.63,-38.68,77.80,-31.08,120.00,2.50,120.00
8.69,-40.37,78.89,-32.13,56.90,2.90,6.20
8.82,-38.93,80.13,-32.54,120.00,2.00,120.00
8.88,-37.71,80.68,-30.18,120.00,1.70,116.70
8.95,-34.35,63.94,-69.34,33.50,1.80,23.90
9.01,-27.25,51.64,-80.99,32.40,1.60,12.40
9.14,-27.75,55.32,-75.05,34.50,2.20,14.10
9.20,-28.44,63.99,-72.74,38.90,1.60,120.00
9.26,-34.13,79.00,-62.52,39.90,3.00,120.00
9.33,-28.51,76.68,-44.54,49.40,2.60,120.00
9.45,-29.83,84.31,-39.95,44.20,2.50,120.00
9.52,-21.01,79.11,-42.41,41.60,3.60,120.00
9.58,-23.07,67.53,-67.44,34.90,3.40,120.00
9.64,-19.23,64.40,-75.67,30.90,2.60,120.00
9.77,-20.35,78.29,-49.11,39.10,3.30,120.00
9.84,-27.73,85.77,-44.15,43.60,3.20,120.00
9.90,-24.01,81.10,-37.23,44.30,2.80,120.00
10.03,-18.69,53.75,-89.45,18.00,1.90,11.10
10.09,-15.44,65.47,-71.17,31.20,1.80,120.00
10.15,-17.99,73.22,-51.71,38.10,1.80,120.00
10.22,-24.21,74.21,-58.75,38.80,1.50,120.00
10.34,-22.08,75.04,-56.09,39.80,2.30,120.00
10.41,-21.86,74.01,-52.94,38.20,2.40,120.00
10.47,-21.66,63.15,-73.94,33.20,2.50,15.50
10.53,-20.44,54.32,-83.16,27.40,1.90,11.40
10.66,-22.17,62.75,-70.89,34.40,2.50,13.30
10.72,-19.62,71.81,-59.74,39.80,1.70,120.00
10.79,-23.08,69.27,-64.48,37.30,2.30,120.00
10.85,-29.61,66.24,-71.25,39.50,2.30,28.50
10.98,-32.03,65.07,-62.90,35.80,2.00,120.00
11.04,-32.42,65.52,-61.64,31.70,2.30,120.00
11.10,-27.07,67.39,-61.88,29.00,2.30,120.00
11.17,-20.94,63.69,-76.25,44.10,2.40,13.30
11.29,-30.62,53.75,-74.95,36.50,1.50,13.80
11.36,-26.38,61.50,-69.76,32.40,1.90,120.00
11.42,-26.78,76.14,-48.53,41.80,2.10,120.00
11.49,-28.45,74.50,-51.81,38.10,1.80,120.00
11.61,-28.23,75.44,-54.27,37.50,2.20,120.00
11.68,-37.11,67.70,-60.80,120.00,2.80,120.00
11.74,-36.89,67.58,-57.24,120.00,2.40,120.00
11.80,-39.06,66.47,-62.62,44.00,2.60,120.00
11.93,-37.00,68.68,-54.46,120.00,1.80,120.00
11.99,-39.35,67.60,-54.50,120.00,1.70,120.00
12.06,-37.95,71.29,-48.91,120.00,1.60,23.70
12.12,-41.28,70.90,-63.48,120.00,1.70,120.00
12.25,-34.28,73.30,-52.20,120.00,2.00,120.00
12.31,-37.23,70.29,-59.14,30.20,1.80,120.00
12.37,-33.41,66.89,-47.22,26.30,2.50,120.00
12.44,-21.70,65.61,-69.84,19.40,2.50,120.00
12.56,-30.41,63.35,-64.87,20.40,2.30,120.00
12.63,-26.70,64.76,-75.63,20.40,1.70,120.00
12.69,-34.62,64.43,-61.60,28.90,2.10,120.00
12.75,-36.99,69.40,-62.93,120.00,2.30,120.00
12.88,-38.82,73.17,-46.44,120.00,1.60,120.00
12.95,-35.69,75.43,-43.62,120.00,2.70,120.00
13.01,-27.78,70.57,-51.87,120.00,2.00,120.00
13.07,-33.20,70.34,-59.59,28.70,2.60,120.00
13.20,-35.66,69.11,-52.03,35.70,3.40,120.00
13.26,-33.62,76.16,-46.52,25.60,3.00,120.00
13.33,-32.86,77.72,-47.14,21.40,2.00,120.00
13.39,-38.76,75.59,-43.65,120.00,2.50,120.00
13.52,-39.72,75.70,-43.22,120.00,2.00,120.00
13.58,-40.94,77.00,-41.76,120.00,3.00,120.00
13.64,-42.16,76.95,-38.68,120.00,3.10,120.00
13.71,-43.03,75.26,-36.45,120.00,3.30,120.00
13.83,-45.87,74.30,-43.40,120.00,3.00,120.00
13.90,-45.17,73.52,-43.87,120.00,2.00,120.00
13.96,-47.66,69.64,-48.93,120.00,1.90,120.00
14.02,-45.79,75.31,-45.43,120.00,2.40,120.00
14.15,-43.16,74.52,-42.70,120.00,2.90,120.00
14.22,-49.04,68.87,-56.49,120.00,3.10,120.00
14.28,-40.28,74.24,-35.97,120.00,3.20,120.00
14.34,-32.92,81.65,-38.60,120.00,3.70,120.00
14.47,-22.84,82.34,-43.96,28.60,2.30,120.00
14.53,-25.29,77.34,-48.13,39.50,1.70,120.00
14.59,-24.62,77.64,-54.76,43.20,2.00,120.00
14.66,-22.48,78.28,-51.01,38.80,2.90,120.00
14.78,-18.17,80.40,-48.28,29.10,3.50,120.00
14.85,-14.80,82.09,-45.19,28.10,2.00,120.00
14.91,-14.32,78.81,-53.70,17.90,2.00,120.00
14.97,-11.36,79.58,-57.48,15.00,2.60,0.00
15.10,-11.30,79.55,-56.14,13.80,1.90,120.00
15.16,-9.42,81.48,-52.75,14.80,2.50,120.00
15.23,-11.06,79.77,-49.42,14.30,2.70,120.00
15.29,-16.89,76.35,-56.64,18.20,3.60,14.60
15.42,-17.19,71.07,-61.01,26.40,2.60,120.00
15.48,-19.14,68.63,-66.83,30.10,3.40,19.00
15.55,-19.31,67.27,-64.86,35.80,2.30,10.10
15.61,-17.24,67.61,-68.26,32.90,1.90,13.90
15.74,-20.23,68.21,-67.82,34.90,3.20,23.70
15.80,-21.70,75.35,-56.98,39.50,3.20,120.00
15.86,-22.04,84.08,-40.08,39.80,1.90,120.00
15.99,-24.93,83.94,-37.16,40.30,1.80,120.00
16.06,-24.66,81.69,-38.75,39.40,2.10,120.00
16.12,-24.73,71.99,-65.23,41.50,1.60,120.00
16.18,-25.27,73.28,-55.83,39.50,2.80,120.00
16.31,-25.15,78.03,-54.25,42.40,2.60,120.00
16.37,-27.18,82.28,-37.99,41.30,1.80,120.00
16.44,-25.30,81.41,-33.78,41.50,2.60,120.00
16.50,-24.33,74.11,-46.04,33.90,2.10,120.00
16.63,-26.20,68.11,-65.05,28.90,2.30,77.30
16.69,-29.57,70.18,-55.59,35.10,2.60,120.00
16.75,-27.95,76.86,-52.76,35.60,3.40,120.00
16.82,-31.21,69.77,-45.59,36.30,3.00,120.00
16.94,-25.03,74.18,-63.09,24.90,1.50,120.00
17.01,-24.37,71.57,-64.67,22.00,1.50,120.00
17.07,-25.15,69.71,-63.06,22.70,2.00,120.00
17.13,-28.03,69.42,-63.60,23.00,4.40,3.50
17.26,-25.42,73.91,-52.90,21.00,4.50,120.00
17.32,-29.17,74.51,-52.03,22.30,2.50,120.00
17.39,-29.91,73.65,-55.27,22.50,2.40,120.00
17.45,-28.85,72.32,-57.79,23.00,2.70,120.00
17.58,-29.06,68.23,-62.66,20.80,2.10,120.00
17.64,-31.10,65.91,-67.60,20.20,2.50,120.00
17.70,-30.90,70.92,-58.28,26.20,1.60,120.00
17.77,-27.50,78.63,-44.03,32.20,1.70,120.00
17.90,-28.96,76.98,-46.11,31.30,2.50,120.00
17.96,-33.11,71.89,-61.21,26.70,1.70,120.00
18.02,-29.11,78.11,-49.69,27.20,2.20,120.00
18.09,-27.76,77.73,-46.80,32.50,2.00,120.00
18.21,-33.75,75.58,-49.49,30.10,2.20,120.00
18.28,-34.89,75.62,-52.72,120.00,3.70,62.00
18.34,-36.36,76.28,-52.28,120.00,1.70,120.00
18.40,-33.34,79.09,-40.07,120.00,2.80,120.00
18.53,-37.68,77.59,-47.18,120.00,1.70,104.10
18.59,-33.34,79.49,-39.12,49.30,1.70,120.00
18.66,-35.52,79.25,-42.38,120.00,2.50,120.00
18.72,-34.81,79.66,-43.22,120.00,2.40,120.00
18.85,-35.35,79.74,-42.82,120.00,2.40,120.00
18.91,-35.11,80.05,-42.99,120.00,2.10,120.00
18.97,-33.41,80.98,-37.46,120.00,2.40,120.00
19.04,-36.70,79.29,-40.81,120.00,1.60,120.00
19.16,-36.76,80.28,-38.90,120.00,2.20,120.00
19.23,-36.98,80.08,-38.73,120.00,2.20,120.00
19.29,-37.49,80.05,-40.52,120.00,2.00,110.50
19.35,-37.53,80.18,-37.45,120.00,1.70,120.00
19.48,-38.09,80.19,-37.38,120.00,1.90,0.00
19.54,-33.66,82.78,-36.87,120.00,1.80,120.00
19.61,-38.08,82.94,-33.83,120.00,1.90,120.00
19.67,-44.95,73.76,-44.26,120.00,2.40,120.00
19.80,-42.45,78.44,-39.29,120.00,2.60,120.00
19.86,-41.09,79.49,-31.14,120.00,2.60,120.00
19.92,-42.52,79.92,-33.65,120.00,2.50,120.00
19.99,-42.16,81.26,-33.66,120.00,2.50,120.00
20.11,-44.32,79.50,-29.78,120.00,1.60,120.00
20.18,-44.43,78.39,-33.80,120.00,2.30,120.00
20.24,-42.86,79.30,-36.35,120.00,2.90,120.00
20.30,-43.30,76.81,-38.30,120.00,1.60,120.00
20.43,-43.19,78.61,-35.89,120.00,2.20,120.00
20.49,-44.42,77.94,-34.70,120.00,3.10,120.00
20.56,-45.07,78.59,-35.99,120.00,1.90,120.00
20.62,-46.02,78.15,-34.38,117.50,1.60,120.00
20.75,-46.06,77.59,-30.94,120.00,1.90,120.00
20.81,-46.31,78.54,-32.87,120.00,2.10,120.00
20.87,-47.71,79.03,-35.01,120.00,2.10,120.00
20.94,-46.64,77.80,-32.36,120.00,2.40,120.00
21.06,-50.18,75.49,-32.79,120.00,2.60,120.00
21.13,-47.45,78.71,-31.99,120.00,2.20,120.00
21.19,-47.90,78.99,-31.65,120.00,2.80,120.00
21.25,-48.16,78.33,-27.61,120.00,2.60,120.00
21.38,-47.28,77.90,-25.58,120.00,2.80,120.00
21.44,-40.17,81.07,-15.49,120.00,2.40,120.00
21.51,-46.83,79.85,-30.34,120.00,1.80,120.00
21.57,-46.09,80.74,-29.60,120.00,2.10,120.00
21.70,-46.47,80.10,-26.48,120.00,2.70,120.00
21.76,-44.43,80.18,-33.84,120.00,2.90,120.00
21.83,-43.53,79.40,-36.01,120.00,2.50,0.00
21.89,-44.95,81.60,-31.59,0.00,2.20,120.00
22.02,-47.99,79.17,-24.04,120.00,2.90,120.00
22.08,-47.51,78.92,-21.46,120.00,3.20,120.00
22.14,-47.06,82.65,-28.96,120.00,3.40,120.00
22.21,-48.36,83.21,-36.82,120.00,2.90,77.00
22.33,-47.86,78.31,-24.57,120.00,3.20,120.00
22.40,-48.68,79.89,-19.02,120.00,3.40,120.00
22.46,-49.84,78.74,-15.45,120.00,3.60,120.00
22.52,-48.50,77.45,-14.62,120.00,3.30,120.00
22.65,-49.43,81.91,-27.02,120.00,2.90,120.00
22.72,-48.06,78.23,-33.75,120.00,2.70,120.00
22.78,-48.11,79.32,-32.07,120.00,2.90,120.00
22.84,-48.36,78.24,-24.35,120.00,3.20,120.00
22.97,-48.63,79.32,-18.23,120.00,3.00,26.00
23.03,-48.42,79.06,-20.26,120.00,3.00,120.00
23.10,-49.50,80.55,-32.05,74.60,3.50,120.00
23.16,-49.16,79.58,-33.58,120.00,2.60,120.00
23.29,-50.46,76.53,-26.67,120.00,3.00,120.00
23.35,-48.50,76.92,-13.15,120.00,3.00,120.00
23.42,-50.62,78.59,-16.24,120.00,2.80,120.00
23.48,-48.60,78.97,-18.04,120.00,2.70,120.00
23.60,-50.02,78.77,-29.86,120.00,3.20,120.00
23.67,-50.29,77.53,-30.24,120.00,3.10,120.00
23.73,-51.54,76.75,-27.67,120.00,3.40,120.00
23.79,-53.25,76.45,-23.90,120.00,2.90,120.00
23.92,-54.48,76.82,-27.75,120.00,3.50,13.80
23.98,-56.15,76.51,-28.63,120.00,3.50,120.00
24.05,-55.11,75.77,-23.74,120.00,3.00,120.00
24.11,-55.19,75.23,-25.22,120.00,3.30,120.00
24.24,-54.58,75.62,-25.04,120.00,3.20,120.00
24.30,-54.80,74.75,-27.11,120.00,2.80,120.00
24.36,-53.62,75.77,-29.73,120.00,3.00,120.00
24.43,-54.57,75.29,-24.83,120.00,3.20,120.00
24.56,-54.87,76.40,-20.83,120.00,2.70,120.00
24.62,-54.43,76.59,-16.55,120.00,3.40,120.00
24.68,-53.94,77.45,-19.73,120.00,3.60,120.00
24.75,-53.57,75.68,-25.27,120.00,3.10,120.00
24.87,-54.60,77.92,-29.98,24.70,2.80,120.00
24.94,-53.41,74.19,-26.06,106.30,2.50,120.00
25.00,-52.79,75.64,-28.02,120.00,3.10,120.00
25.07,-47.99,77.06,-40.52,120.00,1.50,120.00
25.19,-53.42,71.80,-37.95,14.10,1.90,120.00
25.26,-48.90,76.83,-42.09,10.60,1.70,120.00
25.32,-46.82,75.78,-35.14,9.50,1.70,120.00
25.39,-45.26,80.15,-32.30,14.60,1.50,120.00
25.51,-45.92,81.92,-25.43,3.60,2.30,120.00
25.58,-42.49,76.13,-19.57,14.00,1.90,120.00
25.64,-45.36,81.87,-41.88,10.00,1.60,120.00
25.71,-44.49,75.45,-50.43,7.60,2.40,120.00
25.84,-45.77,79.91,-38.37,10.80,2.40,120.00
25.90,-46.30,88.48,-18.96,11.00,3.00,120.00
25.96,-40.56,85.38,-9.94,11.70,3.80,120.00
26.02,-43.02,85.82,-6.60,12.00,2.70,120.00
26.15,-32.12,82.21,-4.89,10.60,3.50,120.00
26.22,-43.05,83.55,-35.78,8.20,2.00,120.00
26.28,-42.30,80.21,-34.21,8.30,1.70,120.00
26.34,-44.06,77.95,-38.15,7.40,1.50,120.00
26.47,-43.65,83.15,-37.40,7.40,1.30,120.00
26.54,-42.98,82.49,-27.09,9.70,2.30,120.00
26.60,-42.65,83.31,-20.50,11.40,3.10,99.40
26.66,-42.37,83.84,-11.80,11.20,3.20,120.00
26.79,-41.42,83.77,-14.25,10.70,3.00,120.00
26.85,-40.48,85.28,-21.36,9.00,2.90,120.00
26.92,-42.42,81.54,-36.27,7.10,2.90,120.00
26.98,-41.78,83.58,-29.94,7.70,2.50,120.00
27.11,-40.78,83.20,-22.77,7.90,2.90,33.70
27.17,-38.92,87.96,-14.00,9.00,3.00,120.00
27.23,-42.04,86.98,-16.91,8.90,3.40,120.00
27.30,-38.50,87.99,-19.89,8.90,3.30,120.00
27.42,-36.54,79.94,-34.11,7.00,2.50,120.00
27.49,-39.04,81.63,-39.18,6.90,2.30,120.00
27.55,-40.28,85.65,-38.20,6.40,2.20,120.00
27.62,-38.90,82.70,-28.45,6.50,2.80,120.00
27.74,-40.97,86.05,-30.05,7.20,2.90,120.00
27.81,-38.34,82.45,-30.91,6.90,2.20,120.00
27.87,-39.34,81.25,-33.78,7.30,2.70,120.00
27.93,-38.15,81.66,-34.73,7.20,3.30,120.00
28.06,-40.13,79.10,-37.71,7.10,2.70,120.00
28.12,-41.10,73.66,-45.50,6.40,1.90,114.10
28.19,-40.33,74.65,-53.09,5.30,1.10,120.00
28.25,-37.45,76.97,-51.04,5.10,1.20,120.00
28.37,-39.37,79.61,-35.25,7.20,1.70,120.00
28.44,-40.08,75.59,-36.03,8.00,2.60,120.00
28.50,-39.89,80.57,-27.37,7.70,2.80,28.10
28.57,-40.22,81.27,-32.48,7.10,2.30,120.00
28.69,-37.13,82.00,-33.71,6.50,2.10,120.00
28.76,-39.15,80.77,-38.86,6.50,1.90,120.00
28.82,-41.27,79.06,-38.94,7.50,2.20,120.00
28.89,-41.33,77.49,-36.43,7.10,2.60,124.00
29.01,-40.18,81.20,-27.56,8.30,3.50,120.00
29.07,-39.40,83.25,-21.68,9.30,3.70,120.00
29.14,-43.10,80.92,-24.87,9.70,2.40,120.00
29.20,-44.53,77.08,-40.92,10.00,3.00,120.00
29.33,-43.24,77.52,-40.79,9.80,3.30,120.00
29.39,-41.59,78.94,-31.13,10.00,3.70,120.00
29.46,-43.44,78.75,-29.86,10.60,3.00,120.00
29.52,-46.00,79.55,-28.62,10.40,2.80,120.00
29.65,-46.23,77.73,-31.76,9.70,2.60,120.00
29.71,-45.62,75.44,-42.89,8.30,2.50,120.00
29.77,-44.48,78.20,-42.61,7.90,1.90,120.00
29.84,-43.88,76.12,-29.53,10.00,2.80,120.00
29.97,-44.03,81.99,-22.05,11.50,3.50,120.00
30.03,-43.90,79.57,-19.52,11.30,2.70,120.00
30.09,-42.41,85.38,-33.54,8.00,2.80,120.00
30.16,-41.55,78.39,-43.40,5.90,2.10,120.00
30.28,-39.91,83.76,-36.29,6.60,2.10,120.00
30.35,-42.46,79.97,-32.60,7.40,2.30,120.00
30.41,-42.82,81.63,-29.82,8.50,2.90,120.00
30.47,-43.24,79.60,-35.04,8.20,1.50,120.00
