# time (s), ax(cm/s^2), ay(cm/s^2), az(cm/s^2), distF (mm), distL (mm), distR (mm)
4.38,-10.21,94.87,-5.02,8.00,2.40,9.00
4.45,-9.62,95.13,-5.08,8.60,2.30,8.70
4.57,-10.54,96.51,-7.64,8.60,1.70,4.10
4.64,-10.67,94.47,-20.45,8.70,1.30,18.10
4.70,-10.35,94.25,-19.35,8.70,2.00,5.20
4.76,-10.49,95.09,-7.44,8.50,2.10,10.90
4.89,-10.06,94.55,-4.11,9.40,2.70,7.80
4.95,-10.89,93.63,-4.33,8.30,2.50,6.50
5.02,-10.06,95.13,-17.52,9.90,2.30,120.00
5.08,-10.11,94.22,-19.06,9.40,2.00,120.00
5.21,-11.99,95.81,-17.24,9.30,2.50,12.50
5.27,-10.78,95.50,-6.54,8.40,2.10,7.10
5.34,-10.66,94.33,0.61,8.90,1.60,13.30
5.40,-8.90,94.35,-19.40,9.40,1.80,120.00
5.53,-9.30,94.32,-19.29,9.20,2.00,120.00
5.59,-9.67,96.04,-11.05,8.20,1.80,4.00
5.65,-6.47,95.86,-1.10,7.60,2.60,120.00
5.72,-7.60,93.69,6.63,6.80,2.90,120.00
5.84,-13.34,96.92,-9.19,9.30,2.30,120.00
5.91,-11.04,92.02,-26.00,9.90,2.30,120.00
5.97,-10.00,92.83,-24.72,8.90,1.70,32.90
6.04,-11.99,98.31,-20.44,8.80,2.30,120.00
6.16,-9.89,94.83,-4.83,9.10,2.50,120.00
6.23,-13.03,93.08,-2.35,9.30,2.20,120.00
6.29,-9.70,91.87,-25.04,10.80,2.30,120.00
6.35,-12.08,95.76,-24.15,9.00,2.10,120.00
6.48,-10.49,94.70,-9.95,8.40,2.90,2.80
6.55,-11.66,94.97,-6.85,8.20,3.60,11.30
6.61,-12.35,90.05,-0.60,9.60,2.90,10.70
6.67,-8.11,94.09,-26.81,9.90,2.50,120.00
6.80,-9.42,91.60,-30.22,10.30,2.10,120.00
6.86,-8.72,94.56,-7.74,9.40,2.40,120.00
6.93,-7.28,93.59,-4.93,9.10,1.90,120.00
6.99,-8.51,96.48,-5.64,9.30,1.00,33.60
7.12,-9.23,92.20,-29.46,9.80,2.50,120.00
7.18,-11.74,94.81,-21.45,10.00,2.40,120.00
7.25,-11.69,94.09,-16.28,9.70,3.00,120.00
7.31,-7.97,94.74,-4.68,9.90,3.00,4.20
7.44,-10.42,94.35,-17.98,11.70,2.00,120.00
7.50,-13.18,93.28,-24.02,11.60,2.30,0.00
7.57,-14.46,94.57,-23.57,11.90,2.60,120.00
7.63,-13.20,92.52,-13.96,12.50,3.20,8.10
7.76,-13.69,91.96,-5.24,12.50,3.60,7.10
7.82,-10.05,96.16,-15.93,12.90,1.90,0.00
7.89,-11.22,93.28,-25.12,11.90,3.00,120.00
7.95,-10.85,92.69,-27.85,12.10,2.60,120.00
8.08,-13.32,94.68,-23.26,13.30,1.90,8.00
8.14,-11.22,93.20,-6.91,13.40,2.60,7.00
8.20,-10.63,95.44,-11.44,12.60,2.70,8.80
8.27,-7.65,94.55,-21.83,11.20,1.80,120.00
8.39,-8.33,92.61,-29.94,12.20,2.30,120.00
8.46,-10.17,93.44,-25.14,12.30,1.90,120.00
8.52,-8.87,95.62,-9.39,11.10,2.10,120.00
8.59,-10.56,95.28,-5.60,10.60,2.70,120.00
8.71,-11.24,92.71,-1.37,10.40,3.40,11.30
8.78,-12.05,97.50,-18.27,10.70,2.40,120.00
8.84,-15.60,95.39,-29.99,11.30,1.90,120.00
8.91,-10.61,92.54,-30.08,11.10,1.20,17.10
9.03,-22.58,88.07,-24.63,13.50,1.80,120.00
9.10,-23.64,84.99,-11.98,14.20,2.80,120.00
9.16,-19.91,93.18,-18.87,14.20,2.40,7.20
9.22,-10.87,93.26,-21.62,11.80,1.90,27.70
9.35,-17.21,91.50,-27.16,12.80,2.20,120.00
9.42,-18.90,90.41,-27.80,12.50,1.90,15.90
9.48,-14.61,92.19,-24.29,12.00,2.10,120.00
9.54,-19.02,90.66,-28.35,15.40,2.30,9.80
9.67,-20.12,92.13,-27.68,18.80,2.60,11.80
9.73,-21.39,90.25,-18.15,18.50,3.00,7.00
9.80,-19.64,91.39,-16.49,17.40,2.90,7.90
9.86,-17.62,93.55,-12.41,14.70,2.70,8.90
9.99,-17.93,94.01,-14.65,11.80,2.80,8.30
10.05,-14.33,94.38,-10.94,8.30,2.50,120.00
10.11,-13.12,93.77,-16.20,7.80,2.00,120.00
10.17,-13.76,93.52,-17.46,7.60,2.20,120.00
10.30,-16.50,91.53,-25.21,8.10,2.20,120.00
10.37,-19.29,90.50,-25.85,8.60,2.30,120.00
10.43,-20.06,92.80,-25.57,8.20,2.60,120.00
10.49,-20.54,92.53,-18.04,6.50,3.30,120.00
10.62,-17.68,94.43,2.41,4.90,2.40,10.70
10.69,-22.77,91.68,6.44,5.40,3.30,7.70
10.75,-26.67,92.63,-7.20,6.30,3.90,120.00
10.81,-28.29,89.14,-14.41,7.30,3.70,120.00
10.94,-24.58,94.41,-14.57,8.10,3.50,120.00
11.00,-31.05,89.04,-21.97,9.80,3.00,120.00
11.06,-31.04,94.38,-15.60,6.80,3.20,120.00
11.13,-24.79,92.61,4.29,4.90,2.70,7.00
11.26,-27.08,91.97,6.30,4.80,3.50,7.70
11.32,-26.06,90.24,10.29,4.90,3.10,8.40
11.38,-32.26,92.07,-11.58,6.40,3.20,4.10
11.45,-29.81,92.80,-4.93,5.00,3.50,10.50
11.57,-30.49,90.14,-0.41,4.60,3.40,7.90
11.64,-25.16,92.55,10.08,3.90,3.00,7.70
11.70,-23.88,92.32,15.32,4.60,3.10,7.40
11.76,-32.73,93.00,-8.64,6.20,2.80,8.80
11.89,-32.24,91.33,-6.66,6.50,2.60,7.20
11.95,-25.50,94.05,1.73,4.40,3.30,7.40
12.02,-16.57,93.17,8.52,4.70,2.80,8.20
12.08,-16.92,94.25,4.30,5.00,2.20,9.00
12.21,-24.37,93.29,-4.41,6.00,1.50,8.90
12.27,-23.00,93.88,-6.81,5.70,1.40,120.00
12.34,-18.07,94.68,-9.47,5.60,1.90,120.00
12.40,-21.47,95.69,-8.81,5.60,1.70,8.30
12.53,-4.39,90.15,3.06,4.40,3.20,6.70
12.59,-8.56,95.06,4.79,4.90,3.20,6.10
12.66,-11.48,94.60,2.04,4.40,2.30,6.10
12.72,-2.60,96.91,2.88,5.20,1.90,5.70
12.85,-15.61,96.01,-2.10,5.00,1.80,5.10
12.91,-19.09,93.31,-8.35,5.50,1.60,4.90
12.97,-16.67,93.37,-12.12,5.60,2.00,8.20
13.04,-13.30,105.35,-11.93,5.20,2.10,8.20
13.17,-8.14,91.14,-0.58,4.80,2.00,5.20
13.23,-5.65,94.85,6.40,4.50,2.10,4.40
13.29,-9.56,97.55,6.06,5.20,1.80,4.10
13.42,-15.88,94.56,0.85,5.80,2.10,4.40
13.49,-13.61,97.79,0.33,5.50,2.50,4.60
13.55,-15.26,95.42,-8.25,5.80,2.40,5.10
13.68,-14.96,95.09,-9.72,6.10,2.80,5.20
13.74,-17.47,96.84,-8.15,5.60,2.00,3.50
13.80,-13.03,94.69,-4.13,5.70,1.20,3.60
13.87,-13.40,95.56,-1.25,5.60,1.70,3.40
14.00,-12.13,94.65,-2.16,6.10,0.80,3.40
14.06,-13.09,94.46,-9.91,6.20,2.50,3.10
14.12,-16.09,93.37,-16.36,7.10,2.70,3.70
14.19,-15.90,98.14,-11.25,6.40,1.50,3.10
14.31,-12.02,94.97,-0.29,5.00,1.90,4.00
14.38,-12.40,98.21,-4.46,5.80,1.40,3.20
14.44,-14.55,95.29,-11.89,6.10,1.20,3.40
14.51,-15.62,97.78,-12.28,5.70,2.00,3.50
14.63,-15.37,94.36,2.02,5.50,2.50,3.90
14.70,-15.73,95.76,3.11,5.00,2.80,3.70
14.76,-22.83,95.42,-12.96,7.30,1.80,3.10
14.83,-19.96,95.12,-9.19,6.70,1.30,3.60
14.95,-20.78,95.31,-12.04,6.60,1.20,2.70
15.02,-19.03,94.53,-5.32,5.90,2.20,2.90
15.08,-17.31,94.11,2.47,5.60,1.80,3.00
15.14,-18.84,102.09,-5.53,6.40,2.10,2.90
15.27,-15.07,92.41,-13.37,7.20,2.30,4.40
15.34,-14.38,99.03,-4.77,8.10,1.90,4.90
15.40,-21.03,93.68,-17.55,19.40,2.10,5.50
15.46,-17.53,93.84,-3.40,9.50,1.80,2.50
15.59,-13.55,95.08,4.22,8.10,1.90,2.90
15.65,-11.62,97.09,-4.36,6.80,1.30,3.70
15.72,-8.08,96.67,-9.79,5.10,2.50,5.70
15.78,-8.28,96.83,-12.39,5.10,2.80,7.70
15.91,-7.49,96.15,-14.15,6.10,1.90,7.20
15.97,-20.72,95.85,-7.29,7.70,2.80,2.60
16.04,-19.87,93.90,-1.09,5.90,3.50,3.20
16.16,-13.88,95.92,10.73,5.00,2.90,4.40
16.23,-11.54,96.41,11.15,6.20,3.20,4.70
16.29,-18.58,92.90,-19.20,7.50,2.60,8.20
16.35,-14.81,93.72,-22.58,7.10,2.00,8.20
16.48,-16.09,81.53,7.84,7.10,2.90,2.60
16.54,-17.85,90.45,6.96,7.90,3.10,3.00
16.61,-17.77,93.60,-0.38,7.50,3.20,3.70
16.67,-9.78,96.51,-3.66,6.70,2.30,4.70
16.80,-7.24,94.53,-15.84,6.60,3.10,5.90
16.86,-12.07,98.60,-7.56,6.10,2.70,4.70
16.92,-14.18,94.29,8.62,6.60,3.50,3.40
16.99,-16.66,94.70,5.66,8.20,3.00,4.10
17.12,-12.68,95.83,-8.40,10.00,2.10,6.40
17.18,-9.70,96.38,-15.12,10.00,2.00,8.30
17.24,-8.23,95.97,-11.65,10.30,1.50,9.00
17.37,-12.47,98.88,-17.08,9.50,1.50,6.30
17.43,-14.34,94.10,3.97,8.20,2.80,3.50
17.50,-15.57,96.77,-3.77,9.70,2.40,4.60
17.56,-8.53,95.42,-14.06,8.80,2.20,7.40
17.69,-5.98,93.70,-23.80,9.80,1.90,120.00
17.75,-13.15,94.64,-4.75,10.20,1.80,2.80
17.81,-15.36,86.72,3.29,11.50,3.00,2.20
17.88,-16.65,94.09,-7.21,12.60,2.00,4.50
18.01,-11.18,96.89,-9.43,11.70,2.70,7.10
18.07,-9.47,94.85,-17.00,12.50,2.00,8.80
18.13,-14.38,98.21,-16.51,14.30,1.70,6.60
18.20,-17.11,93.00,-4.81,14.50,2.30,2.30
18.32,-14.91,95.23,-10.37,15.10,2.00,6.80
18.39,-8.29,96.20,-15.77,13.80,1.60,120.00
18.45,-8.62,97.33,-21.42,13.90,1.50,13.70
18.52,-13.55,96.08,-15.33,13.70,1.90,7.40
18.64,-16.67,92.19,-8.00,16.90,2.00,3.90
18.71,-13.73,95.52,-14.31,14.30,1.60,6.10
18.77,-12.01,95.95,-10.83,12.70,1.70,6.00
18.84,-11.87,98.84,-13.25,16.70,2.00,4.30
18.96,-17.36,93.49,-5.15,20.30,2.50,2.50
19.03,-17.38,94.04,-6.62,18.90,2.90,2.40
19.09,-12.98,96.66,5.14,10.80,1.70,3.70
19.16,-18.35,96.41,-2.39,11.40,2.60,3.80
19.28,-13.79,89.14,-31.16,15.70,1.80,120.00
19.35,-14.70,89.54,-34.52,17.50,1.90,13.90
19.41,-18.06,91.44,-13.65,16.80,1.10,3.20
19.48,-18.16,91.32,3.91,16.60,3.20,2.30
19.60,-17.39,90.99,5.72,17.90,3.10,2.60
19.67,-15.74,96.67,-5.19,21.10,2.30,3.90
19.73,-12.72,93.43,-26.71,19.70,1.60,8.80
19.79,-14.97,96.34,-16.96,21.00,2.10,4.70
19.92,-16.74,92.29,-4.36,26.20,2.60,2.20
19.99,-20.42,91.35,-2.34,28.30,3.10,2.40
20.05,-16.08,95.31,-8.94,25.20,2.20,4.70
20.11,-10.41,95.76,-20.06,19.70,3.10,9.60
20.24,-9.90,92.31,-29.69,25.00,2.20,12.10
20.31,-16.51,94.02,-30.85,27.30,2.00,8.10
20.37,-18.40,92.57,-6.71,20.50,3.30,2.90
20.50,-14.14,95.26,-4.83,19.80,3.20,2.90
20.56,-14.37,95.87,-14.14,17.70,2.30,5.50
20.62,-13.14,94.31,-19.85,16.70,2.00,6.90
20.69,-12.76,99.33,-19.65,16.20,2.00,7.10
20.82,-14.61,91.30,2.75,16.80,3.10,3.10
20.88,-16.70,88.51,3.34,17.70,2.70,2.80
20.94,-15.33,98.47,-9.53,18.70,1.90,5.40
21.01,-13.70,94.07,-22.23,19.50,1.80,10.30
21.13,-11.91,93.65,-22.08,18.90,2.40,8.30
21.20,-19.17,94.82,-17.04,24.20,2.80,3.80
21.26,-17.84,90.06,4.81,24.30,3.20,2.20
21.32,-12.63,98.35,-5.69,17.20,2.80,4.70
21.45,-10.41,95.37,-19.05,17.70,1.70,7.60
21.52,-10.84,100.08,-18.71,18.80,1.90,7.30
21.58,-20.04,94.07,-7.99,20.10,2.80,3.30
21.64,-17.49,92.58,10.35,15.40,3.60,2.90
21.77,-14.09,97.74,12.45,14.80,2.50,4.10
21.83,-12.18,94.65,-17.99,18.60,2.20,10.20
21.90,-12.04,93.44,-25.59,19.00,1.40,6.30
21.96,-18.68,91.77,1.99,16.90,2.90,3.00
22.09,-20.28,88.93,9.24,16.60,2.70,2.30
22.15,-14.82,97.19,-13.52,16.50,2.80,7.40
22.22,-15.11,94.82,-17.03,16.50,1.80,7.90
22.28,-10.28,98.00,-11.31,15.70,2.20,5.50
22.41,-15.08,94.56,0.19,19.00,3.30,2.30
22.47,-22.86,88.01,7.54,19.00,3.60,3.40
22.53,-20.47,100.56,-6.45,16.80,2.70,3.70
22.60,-15.56,92.53,-16.25,14.20,1.70,120.00
22.72,-21.26,91.04,-25.47,13.10,1.60,14.90
22.79,-23.23,89.19,-31.12,12.30,1.80,15.10
22.85,-21.31,90.02,-27.43,11.60,1.50,16.90
22.92,-19.68,93.12,-0.13,11.00,1.90,6.20
23.04,-17.70,94.02,-2.81,11.80,2.00,4.80
23.11,-18.74,89.23,1.69,12.00,1.70,4.90
23.17,-20.50,92.02,-5.55,11.70,1.90,12.30
23.23,-18.40,91.66,-25.30,12.50,2.20,120.00
23.36,-15.93,98.46,-14.97,12.30,1.70,15.00
23.43,-20.18,92.59,-3.16,13.00,1.60,7.10
23.49,-18.14,96.42,-2.49,12.10,1.60,6.20
23.55,-17.11,76.29,4.07,11.00,1.10,5.60
23.68,-12.38,105.57,-8.00,10.60,1.60,6.70
23.74,-18.71,92.61,10.27,11.50,1.90,5.80
23.81,-14.79,89.65,16.22,10.60,2.70,5.90
23.87,-11.42,91.80,-15.41,27.20,3.10,6.70
24.00,-13.31,93.50,-23.08,28.40,4.00,24.60
24.06,-17.41,93.49,-26.14,20.60,4.60,120.00
24.13,-13.34,94.07,-1.16,9.40,2.20,6.70
24.19,-8.19,94.26,11.93,6.40,2.20,7.40
24.32,-7.39,94.88,10.91,6.40,2.80,6.60
24.38,-13.73,95.98,-13.18,10.00,1.00,120.00
24.45,-12.70,95.45,-12.35,9.80,1.30,120.00
24.51,-12.76,97.32,-7.86,9.50,1.50,8.10
24.64,-13.21,81.77,14.12,15.10,2.30,4.30
24.70,-18.76,93.93,10.50,19.00,1.20,4.90
24.76,-16.48,95.90,15.29,16.80,2.20,4.40
24.83,-14.13,88.04,8.75,13.50,1.70,5.60
24.95,-11.58,98.01,-8.15,11.40,1.90,120.00
25.02,-13.01,95.75,-16.22,10.70,1.40,15.00
25.08,-18.64,92.47,5.98,9.70,2.60,4.30
25.15,-19.82,96.79,7.23,9.50,3.30,4.50
25.27,-19.38,80.71,22.63,9.20,3.30,5.50
25.34,-18.86,101.97,-7.15,10.00,1.70,6.20
25.40,-19.01,92.13,-25.58,10.20,2.00,5.70
25.47,-18.30,93.28,-23.60,10.30,1.60,120.00
25.59,-20.89,92.18,-1.53,9.90,2.20,4.70
25.66,-20.58,97.00,14.89,8.40,2.60,5.40
25.72,-21.98,85.73,21.88,7.30,3.10,6.60
25.78,-23.34,98.84,-6.28,10.20,2.20,5.90
25.91,-20.62,95.93,-8.04,9.70,1.70,7.60
25.98,-20.61,98.92,-4.43,9.00,2.10,6.80
26.04,-20.37,95.00,7.86,8.70,3.30,4.90
26.17,-21.27,87.36,18.37,8.50,2.70,5.10
26.23,-21.66,101.24,-6.20,9.60,1.40,5.30
26.30,-19.52,96.66,-6.39,9.20,2.40,7.60
26.36,-19.99,100.62,-8.22,9.30,1.70,7.20
26.49,-21.01,91.58,9.63,8.30,3.10,5.20
26.55,-20.99,90.78,17.91,7.80,2.90,6.40
26.61,-23.72,82.92,22.15,7.60,3.20,6.50
26.68,-19.98,97.66,0.49,8.20,2.10,6.30
26.81,-22.34,94.90,-6.82,8.40,2.20,6.70
26.87,-21.12,99.56,-3.38,8.30,2.20,6.20
26.93,-20.15,94.30,15.62,8.00,2.50,6.50
27.00,-20.88,90.46,20.39,7.40,2.40,7.40
27.13,-18.87,98.66,12.57,8.10,2.80,6.30
27.19,-23.49,94.42,-3.70,7.80,2.30,5.70
27.25,-22.87,98.81,-6.05,8.10,2.70,6.60
27.32,-25.08,93.08,1.48,8.20,3.30,4.60
27.44,-23.89,93.86,11.51,7.90,3.30,6.60
27.51,-19.14,92.52,18.53,7.50,3.20,6.60
27.57,-20.03,89.54,20.54,7.80,3.20,6.40
27.70,-20.64,99.00,0.39,8.60,2.30,7.10
27.76,-20.42,95.05,-2.58,8.90,1.80,7.40
27.83,-16.56,96.67,6.82,8.60,2.40,6.50
27.89,-21.56,90.99,14.37,9.30,3.10,5.90
28.02,-20.08,88.99,22.42,8.00,3.40,6.10
28.08,-21.77,84.27,17.74,8.30,3.50,6.70
28.14,-20.23,98.38,-1.17,9.50,2.00,7.10
28.21,-21.02,94.18,-7.00,9.40,1.60,10.00
28.34,-19.75,93.97,-14.13,9.50,2.20,0.80
28.40,-20.09,99.01,-5.05,9.10,1.50,8.30
28.46,-16.82,91.20,15.28,8.60,3.30,6.60
28.53,-19.51,87.71,18.99,8.70,3.30,7.50
28.65,-20.47,99.78,-1.00,9.30,2.60,6.80
28.72,-21.61,94.79,-5.24,9.30,2.10,7.60
28.78,-21.58,94.58,-8.84,9.30,1.40,9.80
28.85,-21.91,96.51,-6.23,9.00,2.20,6.80
28.97,-18.62,96.98,11.09,8.30,3.30,5.60
29.04,-22.77,88.90,18.80,8.30,3.70,6.70
29.10,-18.17,97.59,11.42,9.10,3.40,6.60
29.16,-21.36,96.57,-4.03,8.80,2.20,7.50
29.29,-21.24,93.74,-8.11,9.20,2.10,6.50
29.36,-21.37,97.53,-2.54,9.50,1.80,6.20
29.42,-21.98,93.80,7.51,8.90,3.40,6.50
29.48,-19.53,90.75,17.33,8.50,3.70,6.80
29.61,-21.65,85.61,16.66,8.10,2.90,7.50
29.68,-20.43,100.47,2.58,9.10,2.60,6.00
29.74,-22.77,94.78,-0.72,9.00,2.30,7.30
29.80,-15.66,98.14,6.58,9.60,2.70,6.30
29.93,-19.98,88.21,18.27,8.30,3.30,6.50
30.00,-21.81,93.46,15.60,8.10,2.90,7.50
30.06,-20.84,95.46,9.05,8.60,3.10,6.30
30.12,-19.30,92.83,8.28,8.50,2.50,5.90
30.25,-19.80,96.24,1.13,8.40,2.20,5.80
30.31,-19.74,95.76,6.93,8.50,2.20,5.30
30.38,-21.44,92.29,10.86,9.20,3.10,5.30
30.44,-19.71,92.11,13.18,9.50,3.40,5.80
