# time (s), ax(cm/s^2), ay(cm/s^2), az(cm/s^2), distF (mm), distL (mm), distR (mm)
17.95,-83.87,-7.98,53.64,4.20,3.80,10.90
18.01,-84.38,-4.91,57.16,120.00,3.70,12.00
18.13,-83.73,-0.66,56.67,120.00,3.40,13.90
18.20,-82.21,14.32,54.71,3.70,3.60,9.50
18.26,-81.50,15.80,53.12,120.00,3.10,9.20
18.32,-83.95,9.93,51.87,120.00,3.50,10.30
18.45,-87.17,-17.80,50.32,120.00,4.00,14.20
18.51,-88.34,-16.66,51.31,120.00,3.60,12.90
18.64,-86.52,-10.37,50.34,120.00,3.30,14.00
18.70,-82.28,-7.11,51.71,120.00,3.10,17.90
18.77,-92.13,15.70,47.08,120.00,3.20,2.30
18.83,-84.77,9.74,50.37,120.00,2.60,10.20
18.96,-85.71,3.50,49.55,120.00,3.10,17.00
19.02,-86.62,-7.60,49.99,120.00,3.20,24.40
19.09,-86.24,-8.48,50.22,120.00,3.00,18.10
19.15,-89.83,-9.14,49.11,120.00,3.60,20.10
19.28,-87.24,-4.88,48.39,120.00,3.00,31.30
19.34,-85.35,0.84,49.16,120.00,3.90,42.90
19.41,-89.90,-2.22,52.86,120.00,3.20,44.40
19.47,-82.84,-5.04,48.93,75.20,3.40,27.30
19.60,-88.76,-16.58,49.08,34.70,3.90,12.60
19.66,-88.45,-16.47,48.17,120.00,3.10,11.20
19.73,-86.38,-16.20,47.60,120.00,2.70,9.90
19.79,-87.99,-13.77,49.57,120.00,3.50,11.90
19.92,-89.00,-11.69,50.24,0.00,3.50,14.40
19.98,-85.96,-15.73,49.11,120.00,3.30,14.40
20.04,-85.58,-12.61,48.88,120.00,3.60,15.80
20.11,-84.14,-5.61,48.11,120.00,3.40,15.50
20.24,-78.83,-9.98,51.97,120.00,3.40,12.90
20.30,-78.32,0.07,47.37,120.00,3.60,11.10
20.36,-100.42,3.14,52.06,91.80,3.80,10.10
20.43,-88.31,-16.96,53.99,73.60,3.40,9.40
20.49,-83.42,-14.91,52.02,120.00,3.20,8.30
20.62,-70.73,-16.35,72.69,4.70,3.30,6.60
20.68,-72.88,-16.25,68.84,4.30,3.80,5.50
20.75,-69.73,-20.06,70.50,4.00,4.00,5.20
20.88,-72.22,-15.56,69.34,5.20,3.40,5.70
20.94,-77.59,-11.04,64.68,7.70,2.90,5.60
21.00,-80.23,-9.49,59.35,9.20,3.20,6.20
21.07,-79.61,-8.26,61.05,10.90,3.80,6.30
21.19,-80.11,-9.69,60.42,6.00,3.20,6.40
21.26,-80.22,-9.41,60.31,10.00,3.50,6.00
21.32,-79.91,-7.36,60.03,6.80,3.00,6.10
21.38,-82.40,-8.98,60.25,21.90,3.40,6.10
21.51,-80.66,-7.78,56.99,120.00,3.00,6.80
21.58,-84.04,-6.97,61.74,2.40,2.90,6.30
21.64,-83.31,-7.71,56.43,120.00,4.00,6.40
21.70,-82.07,-13.73,55.85,120.00,3.00,6.10
21.83,-82.62,-18.82,54.03,120.00,3.50,6.00
21.89,-82.84,-20.49,55.69,120.00,2.80,5.60
21.96,-88.66,-12.46,49.39,28.90,3.20,6.80
22.02,-78.56,-9.69,48.72,120.00,3.00,8.30
22.15,-85.69,-5.73,47.03,120.00,3.50,9.20
22.21,-87.15,-16.68,46.97,120.00,3.10,7.30
22.28,-92.54,-11.46,46.20,120.00,3.20,6.40
22.34,-91.02,-19.06,47.69,120.00,2.90,6.20
22.47,-86.88,-12.34,43.78,120.00,2.70,7.20
22.53,-88.75,-13.43,46.31,120.00,2.70,7.90
22.59,-87.68,-5.64,47.13,120.00,3.40,10.50
22.66,-86.40,-5.50,47.92,2.50,3.20,10.90
22.79,-88.65,-10.00,48.49,120.00,3.80,9.70
22.85,-85.91,-16.09,46.20,120.00,2.90,7.50
22.91,-87.36,-15.90,46.66,120.00,3.00,8.00
22.98,-89.59,-15.54,48.57,120.00,3.20,8.00
23.10,-86.79,-8.87,45.57,120.00,4.30,11.00
23.17,-87.46,-10.14,46.45,111.30,3.30,13.90
23.23,-88.45,-11.33,46.23,0.00,3.10,12.80
23.29,-88.76,-15.04,45.06,120.00,3.40,10.30
23.42,-89.75,-15.39,44.67,120.00,3.00,8.50
23.48,-88.66,-13.87,41.80,120.00,2.80,8.40
23.55,-89.26,-16.42,42.38,120.00,3.00,8.50
23.61,-89.18,-16.42,43.27,120.00,3.50,8.30
23.74,-88.02,-20.67,41.46,120.00,2.90,8.30
23.80,-87.68,-16.05,40.56,120.00,3.20,10.20
23.87,-89.46,-16.09,41.93,120.00,2.70,10.80
23.93,-87.81,-16.85,40.39,120.00,3.10,9.90
24.06,-88.75,-17.16,41.55,0.00,3.80,9.60
24.12,-86.25,-16.11,41.38,120.00,3.20,8.20
24.19,-87.78,-11.44,49.99,120.00,3.00,7.50
24.25,-95.82,-14.72,52.20,120.00,3.00,6.40
24.38,-90.80,-8.34,49.01,120.00,3.10,7.20
24.44,-89.31,-2.82,50.15,120.00,3.20,7.60
24.50,-90.33,0.79,52.79,120.00,3.80,7.20
24.57,-87.07,0.84,49.95,120.00,4.10,7.20
24.70,-86.92,-0.87,53.05,120.00,3.40,7.10
24.76,-85.35,-1.26,53.07,120.00,3.00,7.30
24.82,-84.63,-1.53,52.98,120.00,3.10,6.80
24.89,-85.22,-1.97,52.90,120.00,3.50,6.90
24.95,-85.50,-1.50,51.83,120.00,3.00,6.90
25.08,-85.25,-2.66,52.80,120.00,3.40,6.60
25.14,-84.96,-3.30,53.41,120.00,3.20,5.90
25.21,-84.64,-4.68,53.28,120.00,2.80,6.30
25.33,-85.14,-5.99,54.68,120.00,3.40,6.50
25.40,-86.16,2.33,55.70,120.00,3.50,9.80
25.46,-81.68,-1.50,55.90,120.00,3.40,9.70
25.53,-82.14,-4.93,57.65,7.30,3.40,8.70
25.65,-79.64,-10.39,62.18,9.50,3.00,5.90
25.72,-79.09,-10.27,60.81,9.20,2.90,6.80
25.78,-80.50,-9.20,60.30,10.60,3.20,6.90
25.85,-81.85,-7.56,58.96,120.00,3.30,7.50
25.97,-82.80,-3.09,56.28,120.00,3.90,9.60
26.04,-83.02,0.10,54.90,6.70,3.50,9.20
26.10,-84.75,-8.25,54.16,120.00,3.20,7.00
26.16,-80.46,-8.80,60.14,8.80,3.20,6.40
26.29,-79.38,-10.60,61.35,8.50,2.80,5.50
26.35,-80.86,-8.94,59.29,10.30,3.10,7.00
26.42,-80.37,-8.78,59.56,8.70,3.30,6.60
26.48,-82.61,-4.24,57.04,11.00,3.40,8.50
26.61,-83.17,-3.81,55.50,0.00,3.30,8.70
26.67,-83.46,-3.94,55.72,120.00,3.60,8.10
26.73,-81.04,-8.98,59.28,9.20,3.40,6.20
26.80,-79.34,-10.32,60.35,9.10,3.00,5.50
26.93,-82.45,-12.05,62.56,9.50,3.10,6.20
26.99,-80.32,-10.61,59.81,9.00,3.20,5.70
27.05,-80.56,-13.57,57.34,5.20,2.90,6.20
27.11,-79.30,-13.12,55.43,0.00,3.10,5.70
27.24,-82.40,-14.04,56.46,2.70,3.20,5.60
27.31,-82.65,-15.71,55.82,120.00,2.70,6.60
27.37,-85.08,-14.42,54.36,120.00,3.20,7.10
27.43,-84.18,-11.34,53.33,15.50,3.80,7.70
27.56,-85.81,-12.18,53.89,120.00,3.30,7.90
27.62,-80.54,-14.35,55.51,120.00,2.90,5.50
27.69,-84.60,-10.48,56.14,120.00,3.10,5.10
27.75,-80.80,-11.79,59.95,6.40,3.40,4.90
27.88,-83.51,-9.20,56.21,120.00,2.80,5.60
27.94,-83.70,-9.39,55.00,120.00,3.40,5.70
28.01,-83.17,-11.08,54.57,120.00,2.90,5.80
28.07,-83.03,-12.92,55.05,15.60,3.40,5.40
28.20,-83.79,-12.03,54.96,120.00,2.80,5.60
28.26,-82.76,-13.71,55.06,14.00,2.80,4.90
28.32,-83.44,-13.05,54.63,120.00,3.30,5.70
28.39,-85.50,-14.56,54.31,120.00,2.80,6.30
28.51,-84.62,-10.10,50.63,120.00,3.20,7.50
28.58,-85.27,-12.29,51.55,120.00,3.40,7.30
28.64,-85.49,-12.82,52.34,120.00,3.40,6.30
28.70,-85.39,-12.01,52.55,120.00,3.10,5.90
28.83,-84.47,-14.60,52.56,120.00,3.40,4.90
28.89,-85.53,-14.43,51.65,0.00,3.00,5.40
28.96,-86.65,-14.98,50.78,120.00,3.20,5.90
29.02,-86.13,-14.18,50.23,120.00,3.20,5.80
29.15,-86.28,-13.75,50.15,120.00,3.30,5.80
29.21,-85.10,-16.86,52.15,120.00,3.00,4.80
29.27,-84.06,-16.94,52.67,120.00,3.50,4.70
29.34,-86.05,-14.40,52.11,120.00,3.10,4.80
29.46,-87.62,-14.89,47.55,120.00,3.40,6.20
29.53,-85.28,-11.90,43.76,120.00,3.10,7.40
29.59,-87.34,-13.30,45.15,120.00,3.00,7.10
29.66,-88.02,-13.50,43.88,120.00,3.10,6.60
29.78,-89.65,-15.03,45.20,27.10,3.50,6.00
29.85,-87.68,-20.07,42.90,120.00,3.90,4.40
29.91,-89.31,-20.56,45.81,120.00,3.40,4.40
30.04,-88.23,-12.78,45.91,120.00,3.20,5.70
30.10,-87.80,-12.01,44.38,120.00,3.00,5.80
30.17,-89.34,-11.90,44.68,120.00,2.90,5.50
30.23,-88.49,-12.66,41.91,120.00,3.20,5.70
30.36,-89.18,-12.24,48.32,120.00,3.10,5.00
30.42,-87.65,-19.47,48.74,120.00,3.60,4.40
