# time (s), ax(cm/s^2), ay(cm/s^2), az(cm/s^2), distF (mm), distL (mm), distR (mm)
7.95,-44.85,-9.34,90.47,120.00,71.90,16.60
8.02,-47.53,-2.42,87.82,0.00,57.10,18.30
8.08,-42.91,-23.20,92.21,120.00,120.00,14.40
8.21,-40.03,-24.03,91.66,120.00,120.00,13.80
8.27,-39.91,-19.19,94.21,120.00,120.00,14.30
8.34,-41.41,-7.54,89.65,120.00,63.30,16.40
8.40,-41.53,-20.90,95.40,4.30,120.00,15.10
8.53,-43.32,-17.54,90.19,120.00,120.00,13.90
8.59,-48.65,-20.03,88.10,120.00,120.00,13.50
8.65,-48.28,-17.11,89.33,120.00,93.20,15.20
8.72,-42.94,-14.02,93.65,120.00,52.10,16.40
8.85,-47.20,0.81,88.08,120.00,39.30,26.50
8.91,-46.26,1.31,88.32,120.00,38.00,25.40
8.97,-36.65,-6.12,100.94,120.00,45.60,17.60
9.04,-41.64,-21.98,89.70,120.00,120.00,12.50
9.16,-42.22,-24.95,90.99,15.10,120.00,13.90
9.23,-39.43,-8.53,92.72,120.00,120.00,18.20
9.29,-40.80,-7.62,93.48,120.00,120.00,18.10
9.36,-44.14,-19.19,92.34,120.00,120.00,15.30
9.48,-43.62,-18.54,90.34,120.00,120.00,14.20
9.55,-42.51,-21.24,91.26,120.00,120.00,14.70
9.61,-39.95,-4.06,93.37,120.00,55.60,23.20
9.68,-48.39,4.00,86.74,120.00,37.90,30.10
9.80,-41.09,-8.12,92.52,120.00,120.00,18.20
9.87,-39.43,-17.68,94.88,120.00,120.00,16.30
9.93,-41.93,-22.47,91.29,120.00,120.00,14.40
9.99,-42.44,-10.42,89.74,120.00,120.00,19.40
10.12,-47.94,1.62,87.52,120.00,36.40,32.00
10.18,-45.70,-1.20,89.71,120.00,43.80,26.10
10.24,-39.23,-9.57,97.42,120.00,120.00,16.60
10.31,-41.82,-22.75,90.25,120.00,55.70,14.80
10.44,-44.48,-30.41,90.16,120.00,120.00,14.90
10.50,-46.35,-7.10,88.84,120.00,120.00,21.60
10.56,-48.12,-3.30,89.16,120.00,47.90,27.00
10.63,-49.28,5.49,85.39,120.00,44.90,30.50
10.76,-43.63,-17.58,90.39,120.00,120.00,17.90
10.82,-41.97,-27.61,93.33,120.00,120.00,16.20
10.88,-43.37,-19.94,90.66,120.00,120.00,19.50
10.95,-47.83,8.76,84.06,120.00,34.50,42.30
11.07,-51.51,4.21,87.70,120.00,29.70,42.60
11.14,-48.26,12.14,85.39,120.00,36.10,40.70
11.20,-42.73,-22.77,93.82,120.00,120.00,17.40
11.27,-43.19,-23.68,91.96,120.00,120.00,17.10
11.39,-44.31,-19.15,90.59,120.00,120.00,17.90
11.46,-46.54,-10.29,89.14,120.00,77.50,19.20
11.52,-46.66,-13.41,89.54,120.00,120.00,18.20
11.58,-46.86,-12.02,89.38,120.00,120.00,19.50
11.71,-44.42,-24.62,90.11,120.00,120.00,18.00
11.78,-43.08,-20.67,91.74,120.00,120.00,18.40
11.84,-44.26,-15.16,91.68,120.00,120.00,18.40
11.90,-42.74,-1.02,89.89,120.00,120.00,18.60
12.03,-48.59,-16.63,90.33,120.00,120.00,17.10
12.10,-47.61,-25.07,87.97,120.00,37.60,14.00
12.16,-47.79,-20.59,88.01,120.00,120.00,14.60
12.22,-48.13,-20.16,88.51,120.00,0.00,15.00
12.35,-47.61,-23.56,87.64,120.00,120.00,13.80
12.41,-46.35,-26.74,87.46,120.00,120.00,12.80
12.48,-47.05,-24.87,87.07,120.00,120.00,13.60
12.54,-45.32,-4.00,87.68,120.00,120.00,17.20
12.67,-48.69,-19.89,89.83,120.00,120.00,18.90
12.73,-45.99,-9.94,90.94,120.00,120.00,19.50
12.80,-45.29,-0.81,89.45,42.90,47.50,25.80
12.86,-47.11,-7.36,87.98,120.00,120.00,19.30
12.99,-45.42,-17.76,93.69,120.00,120.00,17.40
13.05,-48.04,-12.68,93.66,120.00,120.00,17.90
13.12,-45.72,-11.13,92.47,120.00,71.70,15.70
13.18,-45.11,-10.01,91.00,120.00,120.00,16.70
13.31,-46.30,-7.73,86.40,120.00,120.00,16.60
13.37,-48.38,-13.20,88.96,120.00,120.00,15.50
13.44,-47.74,-14.32,89.04,120.00,120.00,14.90
13.50,-48.79,-17.60,91.19,120.00,120.00,16.20
13.63,-45.87,-1.39,88.74,120.00,59.50,21.60
13.69,-55.76,-0.15,84.44,120.00,68.80,25.40
13.75,-53.38,-0.67,87.36,120.00,58.70,25.10
13.82,-53.20,6.97,85.02,120.00,52.70,27.60
13.95,-66.85,6.59,75.24,120.00,56.80,28.00
14.01,-66.13,10.11,75.81,120.00,40.20,30.70
14.07,-63.33,23.81,72.75,120.00,30.20,18.50
14.14,-63.23,22.91,73.39,120.00,31.10,120.00
14.26,-61.54,5.43,80.79,120.00,50.80,28.70
14.33,-62.60,9.76,78.36,120.00,52.90,28.70
14.39,-61.59,3.56,81.01,120.00,50.90,29.10
14.45,-53.18,34.48,76.63,120.00,24.90,120.00
14.58,-54.71,23.23,80.22,120.00,26.80,120.00
14.65,-61.82,22.55,78.62,120.00,29.70,20.00
14.71,-54.62,12.16,84.00,120.00,45.10,120.00
14.77,-52.33,17.18,83.86,120.00,46.10,28.10
14.90,-56.92,20.13,80.24,120.00,46.60,20.70
14.96,-49.68,17.29,85.79,120.00,53.70,29.00
15.03,-51.80,6.23,87.14,120.00,53.30,28.10
15.09,-52.76,10.46,85.75,120.00,49.40,30.90
15.22,-55.78,26.57,79.35,120.00,31.10,120.00
15.28,-54.57,25.39,81.96,120.00,34.90,120.00
15.35,-53.41,7.48,85.61,120.00,47.80,30.20
15.41,-55.36,15.02,85.57,120.00,45.20,120.00
15.54,-55.32,16.06,84.40,120.00,39.90,120.00
15.60,-52.92,19.78,83.17,120.00,40.80,120.00
15.67,-50.87,27.26,83.44,120.00,32.70,120.00
15.73,-54.26,18.06,82.36,120.00,33.90,38.00
15.86,-57.70,18.09,79.99,120.00,33.40,120.00
15.92,-59.67,20.21,78.83,120.00,35.20,120.00
15.98,-55.79,16.12,81.54,120.00,39.30,120.00
16.05,-54.99,24.02,80.81,120.00,34.10,120.00
16.18,-55.40,20.56,80.51,60.20,40.10,120.00
16.24,-50.76,19.37,83.97,120.00,40.50,120.00
16.30,-54.11,18.01,81.76,120.00,29.50,120.00
16.37,-56.85,24.74,83.26,120.00,32.50,120.00
16.49,-54.77,17.49,82.27,120.00,40.80,120.00
16.56,-53.54,18.47,83.74,120.00,42.80,120.00
16.62,-50.47,16.05,85.46,120.00,44.30,120.00
16.68,-54.72,15.84,82.40,120.00,45.80,24.90
16.81,-52.21,14.76,84.31,120.00,45.70,13.10
16.88,-58.02,15.52,80.96,120.00,44.10,120.00
16.94,-54.85,16.88,81.35,120.00,43.50,120.00
17.00,-55.73,18.77,84.70,120.00,42.70,120.00
17.13,-58.26,12.25,82.45,120.00,46.10,30.50
17.19,-54.17,16.96,76.57,120.00,48.10,34.80
17.26,-47.94,14.06,95.95,120.00,47.10,29.30
17.32,-55.43,6.57,85.59,120.00,51.60,31.50
17.45,-60.87,-13.01,86.12,120.00,59.90,28.70
17.51,-52.73,32.69,76.77,120.00,50.20,31.30
17.57,-55.43,-9.63,87.48,120.00,56.10,20.80
17.64,-56.12,-11.08,85.94,120.00,62.50,18.70
17.76,-55.36,-5.87,84.14,120.00,68.40,18.10
17.83,-53.31,-12.23,86.45,120.00,52.00,15.90
17.89,-56.45,-0.45,83.07,120.00,60.20,19.70
17.95,-56.70,2.67,81.71,120.00,59.00,19.70
18.08,-55.20,0.59,80.05,120.00,57.80,23.30
18.15,-55.80,-2.84,86.63,120.00,59.40,25.40
18.21,-51.42,12.56,82.09,120.00,54.70,28.60
18.27,-59.35,-2.63,85.27,120.00,58.00,24.60
18.40,-56.15,-1.10,84.39,120.00,60.00,22.10
18.46,-54.51,-3.73,86.15,120.00,53.90,19.40
18.53,-54.19,-6.27,85.86,0.00,61.00,18.60
18.59,-53.12,-9.64,89.04,2.10,55.60,21.70
18.72,-55.02,0.22,84.69,120.00,61.60,22.10
18.78,-53.77,8.73,85.39,120.00,59.40,19.90
18.85,-55.00,-8.58,84.31,120.00,64.50,16.60
18.91,-51.85,-10.83,87.04,120.00,120.00,16.60
19.04,-51.39,-7.13,88.66,120.00,63.20,18.00
19.10,-51.74,-9.67,90.83,120.00,58.60,20.60
19.16,-59.19,5.25,83.22,120.00,58.10,21.40
19.23,-52.16,-10.16,88.08,120.00,60.40,18.20
19.35,-52.64,-5.25,86.56,119.20,49.90,18.70
19.42,-53.12,-3.09,86.58,120.00,59.50,19.70
19.48,-53.30,8.17,85.13,0.00,55.90,22.60
19.54,-55.87,-3.90,83.16,120.00,61.60,19.50
19.67,-50.63,-9.30,88.73,120.00,120.00,16.80
19.73,-52.54,-13.65,86.41,120.00,71.90,16.00
19.80,-51.38,-18.48,88.57,120.00,120.00,15.70
19.86,-56.88,-3.67,82.57,120.00,58.60,18.10
19.99,-53.69,-11.44,86.48,120.00,120.00,16.80
20.05,-52.95,-9.63,86.44,120.00,56.20,16.80
20.12,-49.10,-2.84,89.27,120.00,55.90,21.50
20.18,-56.47,0.42,88.62,120.00,54.20,27.00
20.31,-55.49,9.55,85.64,120.00,56.00,25.50
20.37,-55.40,-4.61,83.57,120.00,58.50,14.60
20.43,-50.90,-17.07,88.27,120.00,120.00,14.40
20.50,-51.37,-12.76,88.47,120.00,120.00,15.30
20.62,-52.72,6.76,84.47,120.00,54.80,24.20
20.69,-49.49,17.54,83.84,120.00,57.00,23.70
20.75,-53.85,-15.67,93.91,120.00,88.40,13.40
20.81,-50.18,-8.98,87.68,120.00,58.50,14.30
20.94,-50.11,-10.80,88.23,120.00,67.80,14.00
21.00,-50.26,-16.71,94.83,120.00,89.40,13.70
21.07,-50.71,-1.59,88.43,120.00,61.30,16.20
21.13,-49.15,0.57,86.67,120.00,60.40,14.50
21.26,-50.02,-13.64,88.07,120.00,120.00,12.40
21.32,-50.07,-19.55,87.80,120.00,120.00,11.80
21.39,-49.49,-23.73,87.28,120.00,120.00,11.00
21.45,-46.13,9.29,80.65,120.00,56.70,20.50
21.58,-51.45,11.00,81.56,96.60,60.10,19.30
21.64,-50.99,-12.15,88.65,120.00,59.20,13.70
21.70,-52.49,-9.37,87.19,120.00,56.30,14.40
21.77,-50.64,3.60,83.22,0.00,59.60,15.80
21.89,-55.38,-4.34,86.16,120.00,120.00,13.10
21.96,-47.84,-28.45,88.31,120.00,120.00,10.40
22.02,-50.34,-23.03,87.33,120.00,120.00,11.50
22.09,-56.02,-4.31,81.67,120.00,55.80,13.90
22.21,-55.98,-9.81,84.65,120.00,64.30,13.50
22.28,-56.30,-13.68,85.97,120.00,61.80,13.50
22.34,-49.35,12.95,78.50,120.00,56.80,21.90
22.47,-60.27,7.07,78.55,120.00,120.00,19.40
22.53,-56.89,-14.03,85.72,114.20,62.10,14.20
22.60,-56.18,-9.92,84.66,120.00,76.10,13.80
22.66,-56.77,-9.93,85.77,46.80,53.90,13.90
22.79,-54.22,-7.31,75.23,120.00,66.60,16.80
22.85,-57.01,-2.94,85.57,120.00,58.00,17.30
22.92,-56.84,-3.07,85.08,120.00,58.40,18.30
22.98,-56.40,0.21,83.24,120.00,55.70,18.20
23.11,-59.08,-6.55,87.47,120.00,56.20,17.40
23.17,-57.17,-3.70,79.34,120.00,56.50,16.90
23.23,-51.99,-4.35,86.39,120.00,64.60,14.30
23.30,-50.57,-13.24,88.47,120.00,120.00,13.60
23.42,-52.35,-0.86,84.98,120.00,57.60,17.20
23.49,-68.66,12.88,71.39,120.00,52.00,26.80
23.55,-64.47,11.91,75.08,120.00,50.50,25.90
23.61,-63.89,-2.69,76.00,120.00,53.00,19.40
23.74,-57.21,-4.98,83.95,120.00,53.20,17.30
23.80,-57.90,-5.99,83.39,120.00,54.90,17.30
23.87,-60.15,-11.71,81.86,120.00,62.70,16.60
23.93,-59.22,5.66,81.55,120.00,53.10,23.80
24.06,-56.10,18.65,82.52,120.00,52.40,23.90
24.12,-58.24,8.40,81.92,120.00,51.40,19.80
24.19,-57.06,-3.03,83.48,120.00,52.70,17.20
24.25,-53.97,0.08,87.22,120.00,58.40,15.90
24.37,-55.08,-7.10,85.02,120.00,120.00,14.70
24.44,-55.22,-8.11,85.24,120.00,62.50,14.90
24.50,-55.30,-6.66,85.75,120.00,120.00,14.20
24.56,-56.47,-10.62,82.17,120.00,56.30,17.90
24.69,-53.10,11.72,80.97,120.00,55.80,24.40
24.76,-59.05,6.96,81.84,120.00,56.60,22.30
24.82,-53.08,-6.35,88.29,120.00,58.10,16.80
24.88,-60.97,-8.44,80.91,120.00,50.60,16.50
25.01,-61.53,-7.45,79.69,120.00,64.70,16.00
25.08,-57.15,-12.65,84.10,120.00,120.00,15.50
25.14,-55.60,-11.05,86.11,120.00,59.90,15.60
25.20,-64.32,-14.68,79.37,120.00,64.50,15.50
25.33,-57.70,9.33,74.88,120.00,52.60,23.00
25.39,-57.97,6.46,82.61,120.00,59.00,22.70
25.45,-59.29,8.53,80.76,120.00,55.50,22.20
25.52,-62.04,-9.44,82.03,120.00,61.50,17.80
25.64,-64.95,-3.52,74.76,120.00,59.20,18.90
25.71,-55.81,-1.89,78.07,120.00,56.50,19.20
25.77,-58.58,0.68,83.66,120.00,59.10,18.80
25.84,-59.71,7.13,80.85,120.00,52.90,20.20
25.96,-61.09,-6.38,81.20,120.00,62.80,17.40
26.03,-61.93,-3.73,79.29,120.00,60.00,18.20
26.09,-63.51,-11.02,78.55,120.00,61.80,17.50
26.15,-56.85,2.97,82.57,120.00,57.00,21.70
26.28,-56.02,7.21,79.49,120.00,55.20,18.40
26.35,-61.15,-11.36,81.34,120.00,58.80,15.40
26.41,-62.68,-15.17,82.31,120.00,68.50,16.00
26.47,-54.53,3.72,81.77,120.00,62.30,19.40
26.60,-55.87,3.79,81.81,120.00,59.60,19.50
26.66,-55.76,-18.52,87.54,120.00,120.00,14.90
26.73,-51.82,-16.62,88.48,120.00,68.80,15.00
26.79,-55.05,-14.33,91.48,120.00,60.30,16.10
26.92,-48.60,1.99,85.71,120.00,65.40,21.30
26.98,-53.03,-1.70,84.27,120.00,57.00,18.30
27.05,-55.11,-9.23,82.38,120.00,72.10,15.20
27.11,-54.86,-22.05,85.65,120.00,120.00,13.20
27.24,-55.30,-27.51,87.09,120.00,120.00,13.60
27.30,-53.45,-6.64,85.11,120.00,66.90,15.90
27.37,-51.69,2.77,80.54,120.00,61.50,15.90
27.43,-56.40,-32.70,86.92,120.00,63.60,12.90
27.56,-67.29,-48.10,76.81,120.00,120.00,13.60
27.62,-47.67,-5.91,88.22,120.00,57.30,14.80
27.69,-52.23,-18.85,90.03,120.00,120.00,14.70
27.75,-49.06,-5.29,85.05,120.00,120.00,16.10
27.88,-47.52,-13.13,90.06,120.00,68.40,15.30
27.94,-44.60,-9.99,91.88,120.00,64.60,15.90
28.01,-47.56,-8.84,89.39,120.00,98.50,15.70
28.07,-49.21,-4.54,88.64,120.00,63.80,16.10
28.20,-54.22,-12.35,88.58,120.00,52.10,15.00
28.26,-51.12,-19.07,88.54,120.00,120.00,14.20
28.33,-52.71,-28.27,88.90,120.00,120.00,13.50
28.39,-49.54,1.52,83.12,120.00,59.30,17.70
28.52,-54.33,-2.01,85.40,120.00,69.40,17.90
28.58,-53.90,-19.50,84.95,120.00,120.00,14.20
28.65,-50.63,-24.73,86.36,120.00,1.60,13.80
28.71,-45.65,-8.42,94.38,2.50,53.90,15.90
28.84,-51.54,0.69,85.05,120.00,67.00,17.90
28.90,-50.56,-13.86,85.41,120.00,120.00,12.80
28.96,-47.97,-32.18,86.43,120.00,120.00,12.90
29.03,-51.62,-31.40,83.31,120.00,120.00,12.50
29.16,-51.68,-10.47,87.02,120.00,54.70,15.20
29.22,-50.68,-2.66,85.18,98.40,69.50,16.40
29.28,-52.06,-5.68,91.22,120.00,120.00,14.70
29.35,-50.46,-27.36,87.15,120.00,120.00,13.80
29.48,-46.11,-2.28,92.29,120.00,120.00,15.30
29.54,-51.63,-9.48,87.16,120.00,60.60,16.80
29.60,-48.32,0.27,86.30,120.00,120.00,14.70
29.67,-45.80,-35.72,88.45,120.00,120.00,13.10
29.79,-47.60,-23.39,87.68,120.00,120.00,14.20
29.86,-48.72,-6.05,86.61,120.00,72.80,15.80
29.92,-50.65,-5.88,87.38,120.00,120.00,16.00
30.05,-49.10,-15.75,89.04,120.00,120.00,15.30
30.11,-49.65,-1.60,88.09,120.00,60.40,17.70
30.18,-53.53,-10.97,85.86,120.00,70.20,14.30
30.24,-51.07,-15.59,87.00,120.00,120.00,13.40
30.37,-52.91,-22.71,87.24,120.00,72.40,15.20
30.43,-47.96,5.63,83.89,120.00,48.20,18.40
30.50,-50.14,4.72,87.49,120.00,120.00,19.30
30.56,-51.39,-18.36,85.75,120.00,120.00,13.40
30.69,-52.23,-20.81,85.59,120.00,120.00,13.00
30.75,-51.32,-21.48,85.82,120.00,120.00,13.30
30.82,-51.86,-8.87,86.71,120.00,120.00,14.50
30.88,-52.33,-14.44,82.28,120.00,120.00,13.20
31.01,-50.51,-14.65,93.51,120.00,120.00,12.30
31.07,-45.41,-16.52,84.31,120.00,120.00,13.10
31.13,-45.70,-8.13,85.11,120.00,62.30,13.20
31.20,-46.29,-6.94,90.84,120.00,56.20,11.90
