# time (s), ax(cm/s^2), ay(cm/s^2), az(cm/s^2), distF (mm), distL (mm), distR (mm)
5.03,-26.01,-89.43,43.66,7.00,120.00,2.90
5.10,-27.45,-89.48,43.41,6.60,120.00,3.10
5.16,-26.94,-91.70,41.42,6.60,120.00,2.50
5.23,-26.21,-94.24,38.89,5.50,0.00,2.90
5.35,-30.34,-94.61,35.02,6.70,120.00,3.00
5.41,-29.46,-98.13,35.61,6.70,120.00,3.30
5.48,-29.16,-83.84,48.68,9.60,2.00,2.70
5.54,-29.72,-90.17,43.71,7.60,0.00,3.30
5.67,-29.90,-93.27,40.56,7.00,120.00,2.80
5.73,-32.12,-92.86,36.87,7.50,120.00,2.70
5.80,-30.63,-90.13,40.56,6.80,78.10,2.60
5.86,-29.94,-90.71,40.67,7.40,120.00,2.80
5.99,-31.73,-92.66,40.26,7.80,120.00,2.80
6.05,-35.42,-85.17,51.22,15.70,120.00,2.10
6.11,-33.07,-77.97,61.43,120.00,120.00,2.60
6.18,-33.61,-70.40,63.02,120.00,120.00,3.10
6.30,-34.27,-77.76,57.60,120.00,120.00,2.50
6.37,-33.83,-70.14,58.15,19.90,120.00,2.00
6.43,-32.50,-89.50,45.25,10.90,120.00,2.90
6.49,-29.77,-90.62,42.43,9.10,120.00,2.70
6.62,-29.85,-90.23,42.41,9.20,120.00,2.80
6.69,-29.70,-95.29,40.44,10.70,120.00,2.50
6.75,-30.19,-47.47,69.01,120.00,120.00,2.80
6.81,-31.52,-48.94,75.38,120.00,120.00,3.10
6.94,-39.49,-84.07,58.34,24.30,120.00,2.80
7.01,-27.76,-92.63,45.20,9.90,120.00,3.20
7.07,-25.26,-94.42,41.74,7.90,120.00,2.30
7.13,-23.50,-93.79,39.45,7.00,120.00,2.10
7.26,-22.89,-93.88,39.17,7.50,120.00,2.20
7.33,-24.32,-97.07,38.16,8.10,13.20,1.90
7.39,-29.71,-79.24,56.62,15.50,120.00,2.50
7.45,-34.45,-67.38,64.13,120.00,113.60,2.80
7.58,-34.42,-81.15,58.72,16.80,120.00,3.00
7.64,-31.85,-83.03,55.27,13.50,120.00,2.60
7.71,-29.13,-88.25,47.06,11.50,120.00,2.90
7.77,-26.01,-93.62,41.57,9.50,120.00,2.50
7.90,-27.67,-89.46,44.10,9.50,120.00,2.60
7.96,-27.04,-93.35,42.72,10.00,120.00,2.90
8.03,-29.76,-83.43,54.84,120.00,120.00,2.50
8.09,-35.42,-67.33,60.90,120.00,120.00,2.50
8.22,-33.86,-82.18,53.27,15.40,41.00,2.10
8.28,-29.25,-92.52,42.99,8.50,120.00,3.10
8.34,-24.35,-94.29,38.42,7.00,120.00,2.30
8.41,-29.06,-92.30,41.61,9.40,120.00,3.10
8.54,-29.71,-90.16,45.07,11.00,120.00,3.10
8.60,-27.30,-81.86,49.46,11.70,120.00,2.70
8.66,-32.33,-92.24,42.68,9.20,120.00,2.10
8.73,-28.12,-84.63,47.22,10.20,120.00,3.10
8.85,-24.19,-78.51,58.14,14.20,72.10,2.20
8.92,-26.23,-85.47,50.39,13.40,120.00,2.80
8.98,-23.72,-94.73,37.44,7.50,120.00,1.20
9.04,-16.02,-101.69,20.89,4.30,120.00,1.90
9.17,-17.32,-105.50,19.52,4.40,120.00,0.60
9.24,-20.47,-93.60,35.85,10.30,120.00,3.10
9.30,-27.79,-80.09,51.84,12.70,0.00,2.30
9.36,-26.02,-92.35,34.50,7.30,120.00,3.10
9.49,-16.22,-101.33,30.99,4.90,3.80,1.40
9.56,-17.17,-100.45,29.27,5.60,120.00,2.00
9.62,-23.35,-92.83,38.96,9.10,120.00,2.50
9.68,-24.69,-86.19,45.36,10.10,0.00,2.30
9.81,-23.18,-94.56,41.89,6.80,120.00,3.30
9.87,-20.62,-96.75,37.10,7.70,120.00,2.20
9.94,-22.16,-92.65,39.63,11.10,120.00,3.20
10.00,-24.57,-88.96,43.12,12.20,120.00,2.80
10.13,-26.50,-87.33,44.50,10.40,120.00,2.20
10.19,-24.51,-89.96,47.00,10.30,120.00,3.40
10.32,-24.18,-94.01,38.70,9.30,120.00,2.30
10.38,-21.93,-95.56,38.26,8.30,120.00,2.00
10.44,-21.48,-96.23,42.84,9.80,120.00,3.50
10.57,-29.05,-77.81,56.84,22.60,120.00,2.30
10.64,-29.36,-71.38,62.55,15.40,120.00,2.30
10.70,-25.20,-94.57,48.99,11.00,48.70,3.70
10.76,-23.75,-98.40,31.82,9.30,120.00,3.10
10.89,-12.21,-90.84,32.48,10.80,120.00,3.00
10.95,-21.78,-103.98,31.52,11.10,120.00,3.30
11.02,-21.22,-104.08,24.91,9.80,120.00,2.70
11.08,-19.48,-86.85,34.85,18.90,119.60,2.40
11.21,-26.67,-80.67,53.09,120.00,120.00,2.60
11.27,-26.67,-86.68,37.64,11.30,120.00,2.60
11.34,-19.02,-101.64,22.58,10.50,120.00,1.70
11.40,-14.29,-97.03,34.96,15.60,79.00,2.40
11.53,-20.43,-91.57,37.57,14.00,120.00,3.00
11.59,-31.75,-103.84,26.66,11.20,120.00,3.00
11.65,-9.73,-90.78,40.79,53.30,120.00,2.80
11.72,-24.63,-91.18,45.22,36.70,120.00,2.10
11.85,-24.47,-96.61,38.86,12.30,120.00,2.50
11.91,-19.89,-97.27,42.41,11.80,120.00,2.30
11.97,-20.26,-81.74,50.76,12.70,120.00,2.80
12.04,-21.95,-86.76,50.56,12.40,120.00,2.20
12.16,-20.21,-96.57,42.05,10.80,120.00,2.70
12.23,-12.77,-101.55,33.99,16.30,120.00,3.10
12.29,-13.85,-98.86,29.30,13.50,120.00,2.50
12.36,-13.84,-99.63,27.15,11.30,120.00,2.10
12.48,-15.05,-102.01,28.17,9.80,120.00,1.90
12.55,-15.36,-94.87,36.68,10.60,120.00,3.30
12.61,-19.48,-91.02,40.34,11.10,120.00,2.90
12.68,-21.45,-92.94,42.79,11.90,120.00,2.70
12.80,-15.94,-92.50,47.21,17.70,120.00,2.50
12.87,-17.49,-89.42,47.94,20.40,120.00,2.80
12.93,-17.18,-95.64,38.76,11.60,120.00,3.40
12.99,-19.24,-100.34,35.80,10.50,120.00,2.20
13.12,-17.33,-87.88,47.56,13.50,120.00,2.10
13.19,-19.74,-84.91,53.42,14.00,120.00,2.20
13.25,-17.80,-96.62,40.06,11.80,120.00,3.80
13.31,-14.86,-97.61,35.88,10.00,120.00,2.40
13.44,-15.15,-97.56,36.21,9.20,120.00,2.60
13.51,-17.17,-95.29,37.93,9.30,120.00,2.60
13.57,-20.83,-90.70,42.90,12.00,120.00,2.60
13.63,-19.75,-80.83,48.45,12.60,120.00,2.70
13.76,-15.06,-95.87,38.25,10.00,120.00,2.50
13.82,-11.85,-96.08,36.35,9.20,120.00,2.50
13.89,-13.34,-98.08,37.69,7.60,4.60,2.00
13.95,-17.11,-95.84,36.52,9.50,120.00,2.10
14.08,-22.00,-90.24,36.28,10.70,120.00,3.40
14.14,-21.47,-96.28,37.48,9.30,120.00,3.00
14.20,-12.59,-96.55,39.19,10.10,120.00,2.80
14.27,-16.00,-99.36,33.81,7.30,120.00,2.10
14.40,-15.35,-100.07,32.05,7.00,120.00,1.70
14.46,-12.07,-90.84,40.72,11.30,120.00,2.10
14.52,-15.28,-94.09,39.32,12.50,120.00,2.50
14.59,-14.76,-90.57,42.18,13.40,120.00,3.30
14.71,-12.92,-99.44,33.53,16.20,0.00,2.50
14.78,-16.31,-93.46,36.46,19.90,120.00,2.90
14.84,-13.28,-96.85,36.74,19.00,120.00,2.50
14.91,-13.77,-95.57,35.64,21.40,120.00,1.80
15.03,-6.79,-97.92,38.31,28.20,120.00,2.80
15.09,-13.48,-99.53,34.53,28.20,120.00,2.80
15.16,-11.32,-93.65,42.71,35.60,120.00,2.40
15.22,-11.76,-94.68,40.58,33.30,120.00,2.80
15.35,-10.76,-94.81,39.34,31.10,122.10,2.30
15.41,-9.82,-101.69,34.83,24.90,41.60,1.70
15.48,-14.58,-99.96,32.01,23.30,120.00,1.90
15.54,-17.03,-93.11,40.66,34.90,120.00,3.40
15.67,-17.99,-90.84,43.87,26.40,120.00,2.80
15.73,-18.11,-90.83,44.35,23.20,120.00,2.50
15.80,-14.58,-94.29,44.38,35.50,120.00,1.80
15.86,-10.93,-95.80,41.10,30.20,120.00,2.00
15.99,-9.40,-94.71,43.28,30.80,120.00,1.80
16.05,-12.75,-95.76,44.68,30.40,120.00,1.50
16.12,-18.32,-94.32,41.22,22.50,8.70,2.70
16.18,-17.32,-91.65,43.01,20.50,120.00,2.60
16.31,-14.55,-88.23,49.29,40.80,120.00,3.00
16.37,-14.88,-93.18,46.00,40.20,120.00,3.00
16.44,-18.05,-89.93,48.74,39.40,120.00,2.70
16.50,-15.75,-90.62,48.24,43.50,120.00,2.70
16.63,-17.67,-91.67,46.11,27.90,120.00,2.40
16.69,-18.44,-97.10,37.84,18.50,120.00,2.90
16.76,-16.13,-94.60,41.77,24.00,120.00,2.80
16.82,-13.86,-87.20,51.97,39.10,76.90,2.50
16.95,-14.38,-90.20,49.45,39.20,120.00,2.50
17.01,-14.23,-89.96,49.90,37.90,120.00,2.30
17.07,-14.96,-93.52,43.76,36.00,120.00,2.90
17.14,-14.13,-94.37,44.84,36.30,120.00,2.80
17.27,-15.58,-90.53,50.60,40.20,120.00,2.50
17.33,-15.66,-79.67,63.34,46.80,120.00,3.20
17.39,-16.96,-79.40,63.93,48.00,120.00,2.20
17.46,-16.47,-78.05,64.11,47.30,120.00,2.60
17.59,-14.36,-88.57,51.99,33.40,120.00,2.30
17.65,-13.77,-92.70,46.66,27.60,120.00,2.80
17.71,-11.05,-95.16,42.92,21.20,120.00,2.80
17.78,-11.24,-91.73,51.10,34.60,120.00,3.00
17.90,-14.27,-83.11,56.28,46.10,120.00,2.20
17.97,-18.30,-70.05,66.75,120.00,120.00,2.40
18.03,-17.11,-77.95,63.54,49.00,120.00,2.30
18.10,-16.62,-85.69,57.24,45.00,120.00,2.40
18.22,-14.90,-87.98,54.37,42.10,120.00,2.50
18.29,-17.32,-90.50,55.19,41.10,120.00,3.10
18.35,-16.38,-81.06,62.65,48.50,120.00,2.30
18.41,-18.48,-70.24,70.99,54.40,120.00,2.00
18.54,-22.57,-73.37,72.34,24.40,120.00,2.50
18.61,-28.26,-73.17,74.63,120.00,6.00,3.60
18.67,-27.60,-55.40,82.99,120.00,3.70,4.00
18.73,-28.56,-46.12,81.59,120.00,2.90,3.70
18.86,-27.59,-66.90,78.32,120.00,2.60,3.50
18.92,-26.29,-65.29,74.60,120.00,2.80,2.80
18.99,-26.58,-73.71,71.81,120.00,2.80,2.50
19.05,-24.86,-69.66,73.48,120.00,3.00,2.60
19.18,-25.24,-70.73,73.08,120.00,3.50,2.60
19.24,-23.08,-62.11,73.97,120.00,4.40,2.10
19.31,-19.44,-87.30,55.45,46.00,7.20,2.80
19.37,-16.12,-93.88,48.16,33.40,120.00,2.30
19.50,-15.83,-94.61,44.64,31.10,120.00,2.80
19.56,-14.68,-92.95,49.73,38.80,120.00,2.80
19.63,-14.12,-85.08,54.64,45.60,120.00,2.40
19.69,-16.25,-96.69,47.78,40.60,120.00,2.60
19.82,-13.86,-69.90,63.68,45.10,120.00,2.50
19.88,-18.40,-84.83,57.87,48.90,120.00,2.80
19.94,-16.67,-90.42,51.14,39.90,120.00,2.20
20.01,-15.58,-92.25,48.37,34.40,120.00,2.30
20.14,-15.77,-92.11,49.96,42.30,120.00,2.50
20.20,-16.20,-87.77,53.56,46.20,120.00,2.80
20.26,-15.26,-75.07,66.28,120.00,120.00,2.40
20.33,-18.39,-81.92,59.89,48.00,120.00,2.50
20.45,-16.80,-88.65,52.88,40.50,120.00,2.50
20.52,-16.91,-95.53,45.72,34.90,120.00,2.60
20.58,-15.15,-83.01,60.35,44.80,120.00,3.10
20.65,-15.32,-68.79,71.03,120.00,120.00,2.70
20.77,-18.42,-82.40,59.17,44.50,120.00,2.90
20.84,-16.33,-90.89,50.79,36.50,120.00,2.20
20.90,-15.10,-91.71,48.86,34.90,120.00,1.90
20.97,-15.99,-90.40,53.07,43.50,120.00,2.60
21.09,-14.65,-79.07,66.28,45.10,120.00,2.20
21.16,-17.20,-62.39,76.76,52.20,120.00,2.30
21.22,-19.49,-70.48,72.55,46.90,120.00,1.30
21.29,-20.34,-73.03,60.31,49.50,120.00,2.10
21.41,-16.38,-94.28,47.96,32.40,79.80,2.00
21.48,-16.52,-95.84,45.14,36.50,120.00,2.10
21.54,-19.85,-80.88,58.00,55.70,120.00,2.90
21.61,-20.92,-79.74,58.57,120.00,120.00,2.70
21.73,-22.36,-89.43,52.56,120.00,120.00,2.50
21.80,-18.85,-89.72,51.85,34.60,120.00,2.40
21.86,-16.60,-90.17,51.61,20.80,120.00,2.50
21.92,-17.51,-85.69,55.07,120.00,48.10,3.40
22.05,-19.38,-88.37,58.03,30.10,0.20,1.60
22.11,-22.10,-76.73,65.64,120.00,120.00,2.50
22.18,-17.84,-54.58,80.61,120.00,120.00,2.30
22.24,-20.09,-84.95,61.98,27.60,120.00,1.50
22.36,-18.96,-86.98,55.99,15.40,120.00,1.80
22.43,-19.12,-87.08,55.05,17.90,120.00,2.30
22.49,-20.00,-84.25,59.01,16.90,120.00,1.90
22.56,-19.02,-87.32,55.48,13.40,120.00,2.50
22.68,-17.74,-84.59,57.61,13.70,120.00,2.10
22.75,-17.78,-82.73,57.84,12.20,120.00,2.20
22.81,-18.02,-86.96,54.49,13.20,120.00,2.30
22.87,-18.45,-85.14,56.75,11.40,120.00,2.70
23.00,-18.81,-87.48,53.88,10.40,120.00,2.80
23.06,-19.49,-85.66,54.22,10.40,120.00,2.90
23.13,-20.41,-84.16,55.02,11.00,120.00,2.20
23.19,-18.80,-81.85,61.27,16.30,120.00,2.50
23.32,-18.51,-78.50,62.38,18.30,120.00,2.80
23.38,-19.54,-83.70,58.58,12.90,120.00,2.20
23.45,-19.57,-87.71,52.62,10.40,120.00,2.30
23.51,-18.35,-89.54,54.80,10.50,120.00,2.60
23.64,-19.05,-87.23,57.32,12.60,120.00,2.20
23.70,-19.98,-81.47,62.48,20.60,120.00,1.90
23.77,-19.56,-76.95,64.89,120.00,120.00,2.60
23.83,-20.75,-81.06,61.79,20.50,120.00,2.20
23.96,-20.25,-83.54,59.47,120.00,120.00,2.30
24.02,-20.43,-82.82,60.79,13.80,120.00,2.30
24.08,-21.01,-83.80,59.82,15.20,0.00,2.60
24.15,-20.52,-75.78,67.49,20.90,120.00,2.00
24.28,-20.59,-79.26,65.33,21.30,120.00,2.60
24.34,-20.50,-78.19,65.19,19.20,120.00,3.10
24.40,-19.25,-86.56,56.35,13.00,120.00,1.80
24.47,-19.88,-88.81,52.42,12.80,120.00,2.40
24.59,-20.09,-88.59,51.78,12.40,120.00,2.30
24.66,-19.26,-73.74,68.98,47.30,120.00,3.40
24.72,-22.38,-71.85,69.23,49.20,120.00,2.10
24.79,-24.55,-70.89,69.06,1.10,0.00,2.40
24.91,-20.76,-89.25,52.75,12.20,120.00,3.00
24.98,-19.64,-90.11,50.09,12.80,120.00,2.80
25.04,-19.90,-90.80,47.72,12.00,120.00,2.40
25.11,-20.31,-77.83,65.99,20.70,120.00,3.10
25.23,-24.23,-59.79,74.02,120.00,120.00,2.40
25.30,-25.36,-51.16,74.11,120.00,120.00,2.10
25.36,-20.82,-89.29,56.20,14.50,120.00,2.40
25.42,-20.19,-88.18,54.42,14.10,120.00,2.50
25.55,-20.61,-89.69,52.93,13.70,120.00,2.50
25.61,-22.24,-78.60,67.34,33.40,120.00,2.20
25.68,-20.86,-65.03,71.61,120.00,120.00,2.30
25.74,-22.14,-74.05,68.04,19.80,120.00,2.40
25.87,-19.62,-92.94,48.28,11.70,120.00,2.80
25.93,-18.52,-92.73,46.59,10.30,120.00,2.20
26.00,-17.85,-92.44,46.15,10.50,120.00,2.40
26.06,-21.83,-78.91,62.21,17.50,120.00,2.60
26.19,-18.16,-64.00,73.63,42.90,120.00,2.30
26.25,-19.73,-58.42,80.06,120.00,120.00,2.70
26.32,-21.96,-75.42,66.00,18.40,120.00,2.80
26.38,-18.31,-86.34,59.84,16.20,120.00,2.40
26.51,-18.21,-87.10,56.93,15.50,120.00,2.20
26.57,-18.29,-67.66,73.53,36.50,120.00,1.80
26.64,-21.04,-64.77,74.91,120.00,120.00,2.10
26.70,-24.18,-72.06,68.18,25.00,120.00,2.30
26.83,-18.95,-85.41,59.78,14.50,120.00,2.10
26.89,-18.63,-85.42,57.14,12.60,120.00,2.10
26.95,-20.40,-85.92,55.46,15.00,120.00,2.40
27.02,-17.94,-78.62,64.23,18.50,120.00,2.50
27.15,-15.89,-72.11,69.24,21.30,120.00,2.10
27.21,-23.60,-65.52,71.06,120.00,120.00,2.10
27.27,-21.18,-97.03,44.82,10.60,120.00,3.00
27.34,-19.77,-97.75,39.42,8.90,120.00,3.00
27.46,-19.42,-94.20,39.65,9.10,120.00,2.90
27.53,-20.47,-96.73,47.14,13.30,120.00,2.60
27.59,-26.37,-84.63,52.34,15.70,120.00,2.90
27.65,-25.43,-62.82,73.50,120.00,120.00,2.30
27.78,-27.46,-61.60,72.03,120.00,120.00,2.80
27.84,-26.42,-78.60,63.46,120.00,120.00,2.50
27.91,-22.75,-82.31,55.22,120.00,120.00,2.30
27.97,-26.36,-89.25,53.76,16.30,120.00,2.30
28.10,-26.53,-89.43,46.58,14.50,120.00,2.90
28.16,-20.30,-92.18,50.29,12.50,120.00,2.70
28.22,-19.17,-83.33,58.25,13.80,120.00,2.20
28.29,-22.64,-84.84,55.47,14.50,120.00,2.20
28.41,-22.19,-89.04,51.56,15.30,120.00,1.90
28.48,-20.89,-82.44,53.69,18.70,120.00,3.00
28.54,-19.15,-95.61,43.65,10.40,120.00,2.90
28.60,-15.95,-93.38,44.36,9.40,120.00,2.60
28.73,-21.90,-102.61,41.84,9.40,120.00,3.40
28.80,-17.69,-75.83,60.66,14.50,120.00,2.40
28.86,-21.93,-72.46,66.71,19.60,0.00,1.80
28.92,-22.79,-92.03,51.15,11.70,120.00,3.10
29.05,-18.48,-93.98,45.62,9.50,120.00,2.90
29.12,-16.64,-91.30,47.58,10.80,120.00,2.70
29.18,-18.91,-85.43,54.36,11.40,52.90,2.80
29.24,-20.20,-90.56,47.66,10.40,120.00,3.00
29.37,-19.71,-91.88,47.55,9.80,120.00,2.70
29.44,-20.95,-92.44,45.67,10.30,120.00,2.60
29.50,-19.07,-90.56,56.08,14.10,120.00,2.80
29.56,-21.19,-65.52,72.79,23.30,120.00,2.20
29.69,-24.29,-91.51,52.02,13.90,120.00,2.50
29.75,-19.85,-91.97,48.09,10.90,120.00,3.00
29.82,-16.64,-92.38,45.17,9.50,120.00,2.80
29.88,-17.19,-92.22,45.18,9.20,120.00,2.70
30.01,-18.25,-98.07,45.92,11.70,120.00,2.50
30.07,-17.35,-71.66,67.77,28.70,120.00,2.20
30.14,-20.61,-70.26,70.61,23.70,120.00,2.70
30.20,-20.45,-83.78,55.43,13.40,120.00,2.40
30.33,-17.68,-95.42,43.26,10.10,0.00,2.80
30.39,-18.01,-88.60,49.60,12.20,120.00,2.90
30.46,-17.57,-91.46,47.26,11.00,120.00,2.20
30.52,-17.10,-93.23,47.49,11.40,120.00,2.90
30.65,-19.74,-79.36,58.33,13.40,120.00,2.40
30.71,-22.10,-90.26,47.89,11.50,3.00,3.00
30.77,-20.59,-92.70,44.49,10.80,120.00,2.50
30.90,-13.37,-97.02,48.17,11.60,120.00,2.90
30.97,-16.38,-70.62,64.38,22.30,120.00,3.00
31.03,-22.53,-69.20,61.11,14.70,120.00,2.50
31.09,-17.18,-94.08,47.49,10.50,120.00,1.90
31.22,-12.71,-93.64,48.00,11.20,120.00,2.80
31.29,-17.97,-93.79,50.95,13.10,120.00,3.50
31.35,-18.27,-71.08,65.94,27.00,120.00,2.80
31.41,-17.17,-73.59,63.57,16.20,120.00,2.60
31.54,-11.33,-100.87,39.25,7.00,120.00,1.40
31.60,-9.65,-98.40,36.43,7.00,120.00,1.50
