# time (s), ax(cm/s^2), ay(cm/s^2), az(cm/s^2), distF (mm), distL (mm), distR (mm)
7.74,4.40,-100.40,31.94,2.00,120.00,1.90
7.80,5.95,-104.99,32.78,1.90,120.00,1.70
7.93,1.59,-92.61,39.02,2.70,120.00,2.40
7.99,4.78,-87.99,45.25,3.30,73.90,2.30
8.05,2.13,-98.49,36.75,3.40,120.00,2.10
8.12,5.18,-104.28,31.52,2.70,120.00,1.50
8.24,-1.34,-90.99,46.69,2.40,120.00,2.30
8.31,3.17,-91.05,49.74,2.70,120.00,2.10
8.37,5.28,-88.57,51.80,2.80,120.00,2.10
8.43,-0.35,-93.41,45.73,3.00,60.40,2.40
8.56,-1.86,-102.50,29.10,2.40,120.00,3.10
8.63,-3.32,-103.83,25.73,2.90,120.00,1.60
8.69,5.67,-78.36,50.79,2.50,1.30,2.40
8.82,-2.95,-76.04,67.05,2.00,120.00,1.80
8.88,-6.01,-99.03,45.81,3.00,10.40,3.20
8.94,-1.05,-94.95,46.90,3.10,120.00,2.20
9.07,-2.58,-104.60,34.35,2.30,0.00,3.10
9.13,-3.63,-99.89,34.58,1.50,120.00,2.30
9.20,-7.10,-101.68,37.87,1.00,120.00,2.60
9.26,7.70,-81.76,54.19,1.70,120.00,2.50
9.39,3.19,-81.29,64.79,2.20,120.00,3.60
9.45,-6.56,-83.08,53.21,1.60,120.00,2.40
9.51,-0.18,-101.43,31.83,2.40,120.00,2.00
9.58,-0.68,-99.22,32.17,1.80,120.00,2.00
9.70,-2.33,-94.44,34.58,2.20,120.00,1.80
9.77,-4.36,-97.38,35.46,2.40,120.00,1.00
9.83,-6.57,-98.74,34.42,2.70,120.00,2.50
9.89,-2.99,-77.36,57.19,1.40,120.00,2.70
10.02,-10.35,-77.22,57.87,1.90,120.00,2.80
10.08,-9.41,-96.96,49.39,2.00,120.00,3.20
10.15,-0.70,-99.06,33.11,2.10,120.00,1.90
10.21,0.05,-109.66,36.49,2.10,120.00,2.10
10.34,6.15,-79.06,50.56,1.70,121.30,2.50
10.40,-9.47,-81.62,55.00,2.50,120.00,2.30
10.46,-6.52,-95.59,43.40,2.00,120.00,2.70
10.53,-5.62,-95.57,39.34,1.70,120.00,2.70
10.65,1.53,-100.59,32.78,2.00,120.00,1.70
10.72,0.46,-98.29,35.11,2.00,120.00,1.80
10.78,-4.02,-96.25,38.71,2.70,120.00,1.80
10.84,-5.41,-96.26,43.39,1.20,120.00,3.00
10.97,-6.76,-82.75,53.27,2.50,120.00,2.30
11.03,-7.98,-99.80,41.35,2.10,120.00,2.90
11.10,4.89,-92.82,43.53,2.00,120.00,2.10
11.23,-6.58,-95.63,41.50,1.70,120.00,2.40
11.29,-7.40,-95.83,43.96,1.10,120.00,2.90
11.42,-1.28,-81.40,53.94,1.40,120.00,2.30
11.48,-5.13,-99.14,38.79,1.70,120.00,2.80
11.54,-1.98,-100.10,33.65,2.10,120.00,1.60
11.61,2.01,-101.16,29.00,2.00,120.00,1.60
11.73,-1.29,-106.37,31.98,1.80,120.00,1.50
11.80,-0.54,-89.07,47.11,1.90,120.00,2.40
11.86,-3.91,-78.95,58.18,2.00,120.00,1.80
11.92,-3.35,-101.18,34.30,1.80,120.00,1.80
12.05,-0.13,-99.29,35.03,1.60,120.00,1.80
12.11,-0.84,-98.38,36.30,2.10,120.00,1.60
12.17,-3.00,-89.71,46.64,1.80,120.00,2.70
12.24,-4.14,-91.59,43.74,2.50,120.00,2.70
12.36,-2.60,-97.38,38.35,1.90,120.00,1.50
12.43,0.24,-100.54,33.53,1.50,120.00,2.20
12.49,0.20,-94.33,44.49,1.90,120.00,2.20
12.56,-5.18,-88.96,50.68,1.50,120.00,2.60
12.68,-4.85,-95.82,48.16,1.70,13.70,3.50
12.75,-1.50,-99.73,33.11,2.10,120.00,1.20
12.81,-1.16,-100.01,31.97,2.20,120.00,1.50
12.94,0.26,-88.32,49.69,1.20,120.00,2.40
13.00,-4.12,-86.83,52.22,1.30,48.80,3.30
13.06,-3.66,-85.58,56.37,1.50,120.00,2.70
13.13,-1.85,-100.06,29.99,2.40,120.00,1.80
13.25,-0.51,-101.35,26.63,2.10,120.00,2.10
13.32,1.53,-103.52,32.05,1.80,120.00,2.00
13.38,-6.02,-88.17,49.93,1.30,120.00,3.00
13.45,-4.75,-88.10,51.24,1.50,120.00,2.30
13.57,-5.57,-98.62,38.64,1.80,120.00,2.00
13.64,0.10,-101.22,27.29,1.90,9.30,1.50
13.70,0.47,-102.37,32.07,1.80,120.00,1.80
13.76,-3.28,-93.02,44.58,1.60,120.00,2.70
13.89,-4.27,-89.31,47.87,2.10,120.00,3.30
13.95,-3.52,-97.61,40.28,1.90,120.00,1.90
14.01,0.78,-102.86,23.38,2.10,120.00,1.40
14.08,0.18,-95.64,37.85,1.00,120.00,2.20
14.21,-3.64,-90.63,46.44,1.60,120.00,2.90
14.27,-8.69,-82.41,51.90,1.80,120.00,2.80
14.33,-6.41,-99.26,35.71,2.20,120.00,2.50
14.46,1.45,-99.04,34.39,2.40,120.00,1.20
14.52,-2.68,-94.84,39.23,2.50,120.00,2.40
14.59,-4.93,-97.36,37.30,2.60,120.00,2.50
14.65,-2.64,-95.37,39.03,1.90,120.00,1.70
14.78,-1.59,-95.14,40.06,1.20,120.00,1.60
14.84,-4.53,-96.79,38.00,1.70,120.00,2.10
14.90,-4.44,-97.80,38.62,1.70,120.00,2.80
14.97,-2.71,-95.78,47.00,1.60,120.00,3.10
15.10,-5.61,-80.71,55.58,1.70,120.00,2.30
15.16,-5.04,-93.40,46.15,1.80,120.00,3.30
15.22,-0.66,-99.64,34.94,1.40,120.00,1.90
15.29,0.27,-103.24,37.85,1.40,120.00,1.80
15.41,-1.53,-95.70,45.14,2.00,120.00,3.40
15.48,-5.68,-84.27,55.30,2.30,120.00,2.90
15.54,-5.29,-89.50,50.67,1.80,120.00,3.10
15.60,-3.18,-99.77,33.35,1.90,0.00,1.00
15.73,-0.54,-102.08,28.28,1.90,120.00,2.30
15.79,-10.46,-72.08,58.07,1.60,120.00,3.10
15.86,-7.91,-72.11,63.82,2.20,120.00,2.80
15.92,-10.36,-99.98,41.53,2.00,120.00,3.10
16.05,-3.25,-99.65,30.96,1.90,120.00,0.70
16.11,-2.47,-97.90,35.00,1.80,120.00,0.80
16.17,-3.30,-99.16,32.67,1.80,120.00,0.90
16.24,-2.43,-102.88,25.91,2.00,120.00,0.80
16.36,1.52,-95.28,40.23,1.60,120.00,2.90
16.43,-3.15,-90.93,47.17,1.70,120.00,2.70
16.49,-1.81,-93.59,45.28,1.90,120.00,2.40
16.56,-2.11,-93.58,42.23,2.00,120.00,2.40
16.68,-3.38,-103.65,34.57,2.10,120.00,2.50
16.75,-2.03,-86.36,52.25,1.50,120.00,2.90
16.81,-5.80,-85.80,54.38,1.50,120.00,2.70
16.87,-4.62,-93.22,47.26,2.20,120.00,3.30
17.00,-2.78,-99.69,35.41,1.80,120.00,1.50
17.06,-2.16,-94.83,42.25,2.10,120.00,2.60
17.13,-6.13,-94.27,45.95,2.20,120.00,3.20
17.19,-4.99,-85.63,52.96,1.50,120.00,2.20
17.32,-1.36,-83.51,43.29,2.60,0.00,3.00
17.38,-2.37,-99.04,37.49,2.00,120.00,2.70
17.44,-2.47,-97.10,38.64,1.90,120.00,2.60
17.51,-4.64,-90.86,48.93,2.00,120.00,3.00
17.63,-7.47,-83.06,55.36,1.90,120.00,2.50
17.70,-4.60,-83.19,54.47,1.80,120.00,2.80
17.76,-4.82,-98.48,37.86,2.00,120.00,1.70
17.82,-2.83,-97.29,38.39,2.20,120.00,1.70
17.95,-3.44,-97.92,40.38,1.80,120.00,2.30
18.01,-6.26,-95.04,43.33,2.40,120.00,2.40
18.08,-3.45,-82.87,53.55,1.70,120.00,2.60
18.14,-7.29,-97.77,40.05,2.10,120.00,1.90
18.27,-3.69,-98.47,35.28,2.30,0.00,0.90
18.33,-3.76,-99.13,35.17,2.30,120.00,0.80
18.39,-4.46,-95.12,47.06,2.10,120.00,2.60
18.46,-7.12,-84.31,52.85,1.80,120.00,2.40
18.58,-7.23,-95.63,46.19,2.10,120.00,2.60
18.65,-3.06,-99.04,35.56,1.50,120.00,1.10
18.71,-2.39,-98.94,34.52,1.20,120.00,0.80
18.77,-3.38,-98.55,39.95,2.50,120.00,1.90
18.90,-6.41,-84.19,55.33,1.70,120.00,2.50
18.96,-6.62,-80.63,57.73,1.90,120.00,2.50
19.03,-5.23,-101.09,39.79,1.90,120.00,0.80
19.09,-3.01,-99.44,33.37,1.60,120.00,0.80
19.22,-3.00,-100.37,32.46,1.50,53.10,1.10
19.28,-5.20,-82.81,55.73,1.40,120.00,2.50
19.34,-6.53,-80.74,58.53,1.70,120.00,2.80
19.41,-8.12,-94.84,47.19,2.20,120.00,3.10
19.53,-3.29,-98.81,36.55,1.90,123.70,1.30
19.60,-3.19,-98.84,35.38,2.50,120.00,0.90
19.66,-3.45,-91.70,47.88,1.80,120.00,2.40
19.72,-7.08,-89.64,48.83,2.10,126.40,2.90
19.85,-6.75,-98.52,40.38,2.30,12.20,2.00
19.91,-3.07,-97.83,37.67,1.50,120.00,1.10
19.97,-3.20,-86.02,53.98,1.60,120.00,2.90
20.04,-6.30,-82.18,56.35,1.90,120.00,3.00
20.16,-8.33,-90.37,49.10,1.60,61.20,3.10
20.23,-3.30,-99.38,35.55,2.20,23.10,0.40
20.29,-3.09,-100.81,35.57,2.00,120.00,1.20
20.36,-6.01,-93.65,45.19,2.20,120.00,2.70
20.48,-6.45,-94.07,44.27,1.70,120.00,3.10
20.55,-1.59,-88.62,47.06,1.80,120.00,3.10
20.61,-1.09,-88.57,52.78,1.70,120.00,2.40
20.67,-2.64,-86.30,53.20,1.50,120.00,2.70
20.80,-3.12,-93.94,45.59,1.70,120.00,2.90
20.86,0.90,-92.57,44.07,2.90,120.00,2.50
20.93,-4.69,-97.77,42.49,1.60,120.00,2.60
21.05,-8.85,-91.02,45.12,1.40,120.00,2.40
21.12,-2.21,-83.81,56.79,2.10,120.00,2.60
21.18,-2.65,-91.42,49.41,1.80,120.00,3.00
21.24,2.61,-92.25,47.20,1.60,93.50,2.10
21.37,-0.48,-97.41,41.32,2.20,120.00,2.80
21.43,-6.79,-86.05,52.43,1.40,120.00,2.30
21.49,-4.28,-90.35,51.04,1.80,120.00,2.80
21.62,-4.47,-89.53,51.31,2.40,120.00,2.90
21.69,0.24,-93.40,46.87,2.10,120.00,2.70
21.75,-0.83,-95.17,48.11,1.80,120.00,2.80
21.81,-7.14,-93.59,45.86,1.90,120.00,2.50
21.94,-9.40,-82.00,58.37,1.70,120.00,2.70
22.00,-9.84,-84.90,56.36,1.80,120.00,1.90
22.07,-5.10,-87.85,49.90,2.00,19.90,2.30
22.13,-5.28,-99.67,41.53,1.30,120.00,3.00
22.26,-9.08,-83.41,54.49,2.10,120.00,2.60
22.32,-12.45,-87.06,57.88,2.70,120.00,2.50
22.39,-7.46,-66.82,72.19,4.10,120.00,2.40
22.45,-9.58,-82.25,53.57,1.40,120.00,2.20
22.58,-8.57,-104.75,42.58,2.20,120.00,3.30
22.64,-6.30,-95.00,47.61,1.80,120.00,2.60
22.71,-8.49,-88.48,52.59,2.70,120.00,2.70
22.77,-8.56,-90.22,51.20,2.50,120.00,2.60
22.90,-6.44,-91.11,49.12,2.90,120.00,3.10
22.96,-3.44,-92.36,48.02,3.40,120.00,3.00
23.02,-3.02,-92.03,47.73,2.80,97.20,2.70
23.09,-3.25,-95.26,43.02,2.60,120.00,2.90
23.21,-6.75,-98.43,40.92,2.20,120.00,3.40
23.28,-12.17,-89.69,50.99,4.10,120.00,2.20
23.34,-6.93,-83.74,55.43,2.50,120.00,2.40
23.41,-9.03,-102.24,42.43,1.70,120.00,2.90
23.53,-6.56,-97.05,46.83,1.20,120.00,2.80
23.60,-7.50,-88.64,53.32,1.50,120.00,2.90
23.66,-9.33,-92.90,51.68,2.20,120.00,3.40
23.72,-7.15,-78.71,61.71,3.10,120.00,3.30
23.85,-8.19,-96.74,49.24,1.70,120.00,3.10
23.91,-9.24,-101.99,35.50,1.80,120.00,3.30
23.97,-8.41,-95.46,43.17,2.00,0.00,2.60
24.04,-7.98,-90.02,48.77,1.60,120.00,2.50
24.16,-6.56,-92.22,47.66,1.50,0.00,2.40
24.23,-5.98,-95.03,43.43,2.00,120.00,2.70
24.29,-6.40,-94.67,44.49,1.70,120.00,2.30
24.36,-5.94,-87.70,55.24,2.20,120.00,2.80
24.48,-9.13,-77.46,63.28,1.30,120.00,2.30
24.55,-8.33,-78.22,63.40,1.50,120.00,2.40
24.61,-9.53,-89.04,54.24,1.60,120.00,2.40
24.67,-9.34,-88.85,55.27,1.50,120.00,2.30
24.80,-8.79,-83.70,60.96,1.40,120.00,2.00
24.86,-10.64,-75.55,69.35,2.00,120.00,2.30
24.93,-12.15,-76.39,68.85,0.90,4.00,2.40
24.99,-12.02,-79.17,67.26,1.00,96.10,1.40
25.12,-14.51,-82.08,60.42,2.50,120.00,2.40
25.18,-10.66,-91.26,53.70,2.10,120.00,2.70
25.24,-10.22,-90.34,49.49,1.90,120.00,2.40
25.31,-8.61,-94.78,44.68,2.10,120.00,2.60
25.44,-9.91,-90.97,50.69,1.60,120.00,2.60
25.50,-11.92,-86.41,55.80,1.80,120.00,1.80
25.56,-14.72,-86.66,52.11,1.70,120.00,2.30
25.63,-14.79,-90.35,50.30,2.40,120.00,3.10
25.75,-14.03,-91.88,47.55,2.30,0.00,3.80
25.82,-15.50,-91.91,46.01,2.10,120.00,3.70
25.88,-9.28,-89.09,52.48,2.20,120.00,3.00
25.94,-6.21,-88.56,56.52,2.00,120.00,1.80
26.07,-10.72,-93.21,46.12,1.70,120.00,2.40
26.13,-10.72,-92.56,45.71,1.90,120.00,2.70
26.20,-8.60,-94.76,48.44,2.10,120.00,3.20
26.26,-12.44,-87.71,60.61,3.10,120.00,2.20
26.39,-12.76,-73.52,66.13,1.70,120.00,2.20
26.45,-13.59,-92.43,52.96,2.00,120.00,1.90
26.51,-12.03,-87.98,54.68,2.10,120.00,1.90
26.58,-13.73,-86.21,54.99,2.50,120.00,1.90
26.71,-12.09,-83.53,56.31,2.50,120.00,2.20
26.77,-12.01,-84.38,59.07,3.10,120.00,2.60
26.83,-11.05,-93.42,46.00,1.80,120.00,2.10
26.90,-12.29,-97.45,39.28,2.10,120.00,2.60
27.02,-14.62,-101.51,35.24,2.10,120.00,3.00
27.09,-13.39,-77.50,60.64,2.00,18.80,2.20
27.15,-17.58,-92.41,52.20,1.70,120.00,2.10
27.21,-11.51,-82.82,60.72,1.90,120.00,2.20
27.34,-15.21,-87.32,54.66,2.20,120.00,2.40
27.40,-13.40,-92.38,48.46,2.00,73.50,2.60
27.47,-10.35,-93.60,44.81,2.10,120.00,2.80
27.53,-9.16,-91.97,48.06,2.20,46.40,2.50
27.65,-12.17,-93.70,55.07,2.20,120.00,2.30
27.72,-15.97,-76.10,60.15,1.80,55.90,2.40
27.78,-15.80,-77.33,63.62,2.50,120.00,2.40
27.84,-16.61,-85.98,58.17,1.60,120.00,1.90
27.97,-13.59,-92.97,47.77,2.70,120.00,0.00
