# time (s), ax(cm/s^2), ay(cm/s^2), az(cm/s^2), distF (mm), distL (mm), distR (mm)
18.30,-5.89,-1.00,104.75,18.80,23.70,20.70
18.36,-4.90,10.80,97.28,17.50,28.10,21.50
18.49,-6.84,5.32,102.52,17.30,36.90,21.90
18.55,0.43,6.81,102.37,17.30,39.40,22.40
18.62,-8.97,5.76,101.32,16.90,44.20,21.90
18.68,-10.50,6.49,101.54,17.00,45.30,21.60
18.81,-4.05,11.75,98.61,16.90,41.90,22.10
18.87,-5.36,8.92,101.23,16.80,42.00,22.10
18.94,-6.97,7.65,101.13,16.40,44.00,22.20
19.00,-9.17,7.56,100.99,16.60,49.00,22.00
19.13,-8.37,6.54,101.17,16.60,46.30,21.90
19.19,-6.42,6.71,101.03,16.60,51.00,21.40
19.25,-11.96,5.08,101.86,16.50,120.00,22.10
19.32,-20.87,3.84,100.59,16.70,43.60,22.20
19.45,-3.12,42.66,77.62,15.90,15.90,24.70
19.51,-8.05,4.17,103.32,15.70,46.40,21.70
19.57,-8.39,7.73,101.09,15.50,48.40,21.80
19.64,-9.55,7.23,101.07,15.40,26.10,22.00
19.77,-7.92,8.46,101.28,15.60,42.90,22.20
19.83,-7.72,11.76,100.98,15.90,37.40,22.60
19.89,-14.06,18.11,98.55,15.30,30.90,22.50
19.96,-4.71,4.73,102.48,15.30,39.10,21.80
20.08,-9.42,14.27,100.45,14.90,15.20,22.20
20.15,-8.93,23.59,96.86,14.70,26.40,23.50
20.21,-2.25,17.86,99.21,14.60,27.90,22.90
20.27,-10.03,19.32,98.54,14.90,26.70,22.60
20.40,-7.87,19.37,100.96,14.10,30.00,21.50
20.47,-6.90,15.08,95.81,13.90,20.90,21.60
20.53,-9.38,12.25,99.41,13.10,24.80,21.30
20.59,-11.35,17.05,99.13,13.60,24.10,21.00
20.72,-13.71,13.95,100.05,13.10,11.70,20.50
20.79,-10.13,-6.47,103.71,13.00,6.70,20.20
20.85,-13.73,10.08,100.89,12.70,6.00,20.80
20.91,-13.60,18.55,97.44,12.60,6.10,21.90
21.04,-16.49,13.31,98.83,12.80,6.40,20.30
21.10,-12.72,9.45,100.95,12.80,6.90,20.00
21.17,-13.59,9.88,100.46,12.60,6.50,19.80
21.23,-15.03,11.86,100.15,12.80,7.00,19.70
21.36,-14.19,2.29,100.78,13.00,6.80,19.70
21.42,-16.42,-0.91,98.60,13.20,7.10,20.10
21.49,-16.85,-0.66,99.13,12.90,6.90,19.70
21.55,-15.32,2.59,100.72,12.50,6.70,19.90
21.68,-13.83,3.78,100.62,12.60,7.10,19.10
21.74,-16.41,9.91,99.78,12.70,6.80,19.90
21.81,-8.26,5.33,101.86,13.00,6.90,20.00
21.87,-15.08,10.85,101.81,13.50,6.80,20.00
22.00,-13.68,10.65,95.69,13.00,6.40,20.10
22.06,-12.52,-1.08,102.72,12.80,6.20,19.70
22.12,-14.05,13.93,98.71,12.60,6.20,20.20
22.19,-13.72,13.85,98.88,13.00,6.60,20.20
22.32,-13.13,7.37,98.79,12.90,6.20,20.00
22.38,-13.46,3.36,101.29,13.00,6.50,20.30
22.44,-11.18,7.11,99.63,12.20,6.60,19.70
22.51,-8.82,11.48,98.23,12.40,6.30,20.40
22.63,-14.17,15.49,98.34,13.50,6.00,20.40
22.70,-14.62,8.94,102.75,13.10,6.20,20.60
22.76,-9.49,7.03,93.14,12.50,6.70,20.40
22.83,-11.24,9.75,102.39,12.50,6.90,20.10
22.95,-11.57,15.53,100.27,12.90,6.50,20.30
23.02,-9.92,15.53,100.59,12.80,6.00,19.60
23.08,-12.07,12.47,100.52,12.50,6.10,19.60
23.15,-12.04,11.54,99.66,12.80,6.20,20.00
23.27,-16.37,15.63,94.93,12.70,6.40,20.70
23.34,-14.98,17.68,100.65,11.70,5.80,19.70
23.40,-5.23,8.50,100.57,11.60,5.80,20.20
23.47,-0.37,5.11,103.08,11.20,6.30,19.70
23.59,-0.27,-4.45,100.96,10.20,5.50,19.50
23.66,0.84,1.82,102.21,9.80,5.50,19.60
23.72,1.27,8.51,102.54,9.30,5.10,19.70
23.78,-2.91,3.87,102.17,9.70,5.20,19.50
23.91,-1.57,1.14,101.59,9.00,5.30,19.30
23.97,-0.13,5.47,102.44,9.60,5.80,19.30
24.04,-4.90,1.62,100.99,9.30,6.20,19.30
24.10,-5.41,9.30,101.58,9.00,7.10,19.30
24.23,3.30,-1.19,102.48,8.90,31.10,19.50
24.29,-2.55,5.52,101.40,8.40,52.70,19.10
24.36,-5.66,0.05,101.19,8.90,52.20,19.00
24.42,-5.97,3.80,101.39,8.70,44.10,19.40
24.55,-5.74,4.25,101.01,9.00,44.90,19.30
24.61,-10.07,9.95,99.39,9.90,35.80,19.70
24.68,-12.74,4.52,101.90,9.70,29.70,20.30
24.74,-5.86,8.87,105.62,10.80,25.80,20.30
24.87,-11.89,-7.74,103.07,12.20,21.00,21.00
24.93,-18.68,-0.42,103.93,12.90,20.00,20.90
25.00,-13.14,-15.08,96.18,13.00,20.50,19.30
25.06,-11.15,5.59,107.46,13.30,20.00,20.10
25.19,-12.93,-3.50,99.69,12.60,19.10,21.10
25.25,-4.76,3.83,104.17,12.70,19.40,21.90
25.32,-7.67,1.43,101.62,12.70,18.90,21.30
25.38,-7.65,1.07,101.37,12.20,19.50,21.30
25.51,-7.72,1.34,101.37,12.80,20.00,21.00
25.57,-7.51,1.28,101.40,12.80,20.10,22.00
25.63,-7.48,1.12,101.45,13.30,18.80,21.40
25.70,-7.69,1.28,101.34,12.40,19.30,21.40
25.82,-7.67,1.21,101.42,12.60,19.30,20.90
25.89,-7.64,1.22,101.42,12.20,19.40,21.70
25.95,-5.76,-2.14,101.21,12.80,19.20,21.80
26.02,-9.25,5.81,102.20,12.80,20.80,21.10
26.14,-4.21,10.71,101.41,12.30,19.90,20.70
26.21,-12.10,-7.90,101.93,14.40,16.20,14.60
26.27,-7.99,2.99,100.85,13.90,16.60,15.00
26.34,-7.12,1.78,101.74,14.80,16.90,14.00
26.46,-11.91,-2.75,101.49,18.40,15.70,9.30
26.53,-14.19,-1.16,101.69,19.50,15.30,8.40
26.59,-18.91,0.42,99.45,19.80,15.10,9.00
26.65,-3.34,-1.89,102.22,120.00,13.50,7.00
26.78,-12.85,-0.20,100.70,120.00,13.80,8.20
26.84,-11.09,-0.76,100.23,120.00,13.40,8.00
26.91,-7.24,-1.46,102.05,120.00,13.00,8.00
26.97,-10.75,3.48,100.73,120.00,13.30,8.20
27.10,-7.75,-2.95,101.74,28.50,12.80,8.20
27.16,-4.00,-3.80,103.61,16.50,11.70,6.30
27.23,-9.97,-1.01,99.63,15.50,12.10,6.30
27.29,-5.47,-3.45,100.07,15.60,11.80,6.50
27.42,-10.73,-3.39,101.45,14.10,11.20,6.40
27.48,-9.47,-2.06,100.59,14.20,12.10,5.70
27.55,-5.87,-0.05,103.92,14.10,11.20,6.00
27.61,-6.95,-3.99,102.04,13.00,11.60,6.00
27.74,-8.07,-6.40,101.32,13.60,12.00,6.00
27.80,-9.69,-6.04,101.07,12.80,12.20,5.80
27.86,-7.93,-7.50,101.56,13.40,12.00,5.50
27.93,-2.63,-5.37,103.12,12.60,11.70,5.50
28.06,-6.35,-3.96,101.14,12.40,11.70,5.60
28.12,4.13,2.98,104.65,12.00,10.70,6.20
28.18,2.50,3.69,102.01,12.80,11.00,6.10
28.25,-0.82,0.20,103.31,12.70,11.50,5.80
28.38,-1.76,0.92,101.89,12.50,11.00,6.00
28.44,-1.68,0.94,101.91,12.20,11.30,6.20
28.50,-1.68,1.00,101.88,12.60,11.20,6.20
28.57,-1.76,1.09,101.90,12.30,11.00,6.00
