6.23,-6.56,101.76,36.70,11.70,14.40,0.00
6.19,-6.54,101.70,37.40,11.80,14.30,0.00
6.30,-6.65,101.76,37.50,12.10,14.50,0.00
6.33,-6.60,101.64,36.50,11.90,13.80,0.00
6.20,-6.56,101.66,37.50,11.70,14.70,0.00
6.25,-6.49,101.68,37.80,11.80,14.90,0.00
6.27,-6.56,101.68,36.70,11.30,14.00,0.00
6.12,-6.59,101.75,37.10,11.90,13.60,0.00
6.18,-6.63,101.81,37.60,11.60,14.70,0.00
6.15,-6.60,101.67,37.10,11.10,14.30,0.00
6.24,-6.59,101.72,37.40,12.00,14.10,0.00
6.27,-6.54,101.66,37.20,12.00,13.70,0.00
6.16,-6.58,101.71,37.20,11.90,14.30,0.00
6.24,-6.62,101.68,37.30,11.70,14.10,0.00
6.24,-6.55,101.67,38.10,11.70,14.80,0.00
6.35,-6.68,101.65,36.60,11.60,14.60,0.00
6.23,-6.61,101.78,37.80,11.60,14.40,0.00
6.21,-6.63,101.81,37.10,11.60,13.90,0.00
6.37,-6.63,101.57,36.90,11.50,14.30,0.00
6.29,-6.73,101.62,37.20,11.60,14.70,0.00
6.34,-6.64,101.69,37.50,11.90,13.90,0.00
6.31,-6.56,101.53,37.00,11.40,14.50,0.00
6.26,-6.54,101.64,36.70,11.60,14.30,0.00
6.20,-6.65,101.65,36.50,11.90,14.20,0.00
6.38,-6.62,101.61,36.90,11.60,14.70,0.00
6.34,-6.63,101.62,36.70,11.60,14.40,0.00
6.35,-6.68,101.59,35.80,11.90,14.70,0.00
6.21,-6.60,101.60,37.30,11.50,13.90,0.00
6.26,-6.62,101.54,36.40,11.90,14.40,0.00
6.23,-6.62,101.56,36.70,11.30,13.90,0.00
6.27,-6.59,101.69,36.50,11.50,14.10,0.00
6.35,-6.59,101.64,36.30,12.00,14.50,0.00
6.21,-6.59,101.67,37.80,12.10,14.20,0.00
6.27,-6.57,101.74,36.00,11.80,14.30,0.00
6.28,-6.52,101.65,38.60,11.70,13.80,0.00
-1.92,-8.64,103.04,37.00,12.20,14.60,0.00
11.00,-6.43,102.43,36.50,12.00,13.50,0.00
5.36,-8.80,101.87,36.30,12.20,13.00,0.00
4.94,-1.61,95.92,35.50,11.90,13.40,0.00
14.37,2.14,100.65,35.40,11.70,13.30,0.00
10.02,-3.94,101.67,36.20,12.10,15.00,0.00
-5.72,3.80,98.26,36.50,11.00,17.60,0.00
3.44,3.65,104.03,34.10,11.70,18.20,0.00
4.68,10.57,98.71,39.60,10.60,18.00,0.00
3.89,-1.90,97.80,40.90,11.50,19.00,0.00
2.80,-3.17,95.30,40.30,11.30,18.20,0.00
7.62,-10.46,111.85,36.40,10.80,15.20,0.00
8.17,-2.55,102.42,35.30,10.50,14.40,0.00
5.36,-7.19,102.33,36.40,10.80,14.10,0.00
2.23,-12.57,101.75,37.00,11.00,12.50,0.00
2.88,-6.13,102.56,35.60,11.10,12.80,0.00
2.89,-9.74,101.81,35.90,11.00,12.90,0.00
4.35,-9.50,101.77,35.40,11.00,13.30,0.00
2.27,-9.27,101.70,36.80,11.00,13.00,0.00
0.53,-10.14,103.08,36.20,11.00,13.20,0.00
2.78,-7.28,101.28,35.50,10.60,13.20,0.00
3.23,-9.47,102.20,35.90,11.00,13.40,0.00
0.65,-10.71,102.54,34.90,11.00,12.80,0.00
4.07,-8.49,102.28,35.30,10.70,14.20,0.00
5.91,-6.96,101.08,34.10,10.80,14.50,0.00
3.30,-5.68,103.59,34.90,10.90,14.30,0.00
0.51,-11.22,97.76,35.70,10.90,14.50,0.00
3.49,-3.39,105.87,34.80,10.60,14.00,0.00
4.05,-12.77,101.57,34.40,10.60,13.50,0.00
-1.47,-14.50,102.52,33.60,10.60,13.00,0.00
2.74,-9.02,96.38,33.00,10.30,13.60,0.00
-0.40,-9.15,99.13,33.60,9.70,14.00,0.00
0.84,-1.28,96.27,34.00,9.80,14.90,0.00
5.80,-7.58,98.19,33.40,10.10,14.40,0.00
2.92,-10.57,102.59,32.20,10.00,14.20,0.00
2.17,-4.68,102.49,32.70,10.10,14.00,0.00
1.63,-1.55,97.30,33.50,9.90,13.70,0.00
2.34,-9.52,101.92,31.10,11.30,13.70,0.00
2.50,-9.23,103.54,30.70,10.60,13.30,0.00
2.67,-7.48,102.38,30.60,10.50,12.80,0.00
1.19,-11.11,104.02,30.90,10.90,13.10,0.00
2.37,-7.02,101.31,30.50,10.90,13.50,0.00
-1.20,-5.83,96.57,30.60,11.30,12.90,0.00
1.87,-9.80,104.51,29.30,11.10,12.90,0.00
0.74,-6.46,102.10,28.30,11.10,12.80,0.00
4.73,-3.59,100.66,27.90,11.10,12.90,0.00
2.37,-8.54,102.23,27.90,11.20,13.30,0.00
0.51,-7.01,101.11,27.50,11.00,13.80,0.00
0.20,-9.50,101.56,28.20,11.10,13.60,0.00
-0.69,-16.03,96.65,26.70,11.60,13.80,0.00
1.17,-5.35,103.44,26.30,11.80,13.10,0.00
0.22,-6.45,104.35,26.20,11.80,13.70,0.00
0.48,-5.58,102.42,24.80,11.60,13.30,0.00
1.98,-7.20,101.90,23.50,11.90,13.10,0.00
1.61,-5.25,100.31,22.10,12.00,13.40,0.00
1.82,-7.20,102.92,21.50,12.50,13.70,0.00
3.09,-3.08,104.19,20.60,13.10,13.70,0.00
0.95,-2.01,100.90,20.40,13.00,13.70,0.00
-0.31,-6.41,102.36,20.20,13.60,13.70,0.00
-2.18,2.34,98.28,20.00,13.60,14.10,0.00
-3.80,-1.59,106.69,19.40,14.60,14.00,0.00
2.15,-10.33,103.70,19.70,15.70,14.00,0.00
1.67,-10.86,103.46,19.10,16.10,13.50,0.00
-2.20,-4.52,101.43,18.70,16.30,13.70,0.00
1.86,-0.62,102.53,19.10,15.30,13.50,0.00
3.27,-4.03,103.92,18.20,14.60,13.50,0.00
9.89,-4.32,109.41,18.60,10.30,13.00,0.00
5.24,0.95,104.56,17.30,11.30,13.80,0.00
2.19,-8.84,101.12,16.60,12.10,13.30,0.00
4.45,-4.80,105.71,17.10,16.70,13.50,0.00
-4.90,-7.78,100.68,16.40,21.80,13.20,0.00
-1.91,-3.86,103.95,15.80,23.50,14.40,0.00
-13.98,-4.69,93.66,15.10,26.20,14.10,0.00
4.35,-3.64,102.83,14.30,25.60,14.50,0.00
-1.76,-7.50,103.85,14.50,28.30,14.40,0.00
-2.37,-2.97,101.72,14.30,29.60,14.30,0.00
-2.17,-2.68,101.92,13.90,28.70,14.90,0.00
-2.23,-2.61,101.93,14.60,28.40,14.50,0.00
-2.12,-2.73,101.78,14.20,28.10,14.50,0.00
-2.19,-2.78,101.90,13.90,29.60,14.60,0.00
-2.11,-2.58,101.68,13.60,28.40,14.60,0.00
-2.06,-2.63,101.79,13.90,29.40,15.10,0.00
-2.19,-2.67,101.81,14.20,28.90,14.60,0.00
-2.10,-2.62,101.80,14.10,29.00,15.00,0.00
-2.16,-2.64,101.76,14.10,28.70,14.60,0.00
-2.12,-2.64,101.82,14.60,28.60,14.30,0.00
-2.07,-2.62,101.78,13.80,29.30,14.40,0.00
-2.15,-2.72,101.80,14.60,29.00,14.90,0.00
-2.20,-2.76,101.82,14.70,28.30,15.00,0.00
-2.09,-2.67,101.70,14.20,28.00,14.70,0.00
2.43,-2.02,102.80,14.70,27.20,14.40,0.00
-5.17,5.27,101.66,14.40,28.00,15.00,0.00
-2.44,-2.59,101.78,14.50,29.30,14.90,0.00
-1.64,-3.39,102.00,13.90,28.00,14.60,0.00
-3.11,-2.09,101.73,14.00,29.80,14.30,0.00
-1.02,-2.34,102.07,14.20,28.50,14.40,0.00
-30.54,-3.68,104.79,14.50,27.90,14.00,0.00
-7.82,9.58,102.49,13.80,27.40,15.20,0.00
-1.76,-7.24,101.87,13.50,28.90,15.30,0.00
-0.12,-1.21,88.17,11.90,19.10,15.20,0.00
5.69,-4.44,109.48,13.00,12.80,14.50,0.00
3.78,-8.94,103.77,13.20,10.00,14.10,0.00
-1.93,-8.50,104.57,14.00,9.40,13.00,0.00
-4.16,-12.51,102.06,13.80,9.20,13.40,0.00
7.15,-5.20,104.35,14.20,8.80,13.30,0.00
2.24,-7.34,112.58,15.20,7.70,12.20,0.00
10.11,-11.49,102.08,16.10,7.90,11.90,0.00
15.97,-6.46,102.04,16.80,7.30,11.90,0.00
12.12,-6.69,102.08,17.60,6.50,11.80,0.00
10.49,-9.17,101.84,19.80,6.00,10.70,0.00
8.59,-7.28,100.02,19.90,6.20,10.80,0.00
4.44,-8.95,102.94,21.20,6.30,10.60,0.00
3.89,-10.58,98.72,23.00,6.20,10.30,0.00
1.63,-8.01,99.40,24.60,6.30,10.40,0.00
0.13,-16.82,112.85,28.40,6.00,10.30,0.00
1.97,-5.44,94.34,27.00,5.70,11.60,0.00
4.30,-5.46,100.81,31.50,5.30,10.70,0.00
8.75,-10.82,97.83,35.30,5.70,10.20,0.00
4.94,-10.25,115.43,33.90,5.80,9.80,0.00
5.58,-2.62,100.91,32.60,6.10,9.30,0.00
3.93,-12.69,102.13,33.20,5.90,9.70,0.00
6.14,-3.80,94.56,36.00,5.90,10.10,0.00
0.40,-6.52,102.87,35.50,5.40,10.20,0.00
-2.13,-4.88,99.14,36.30,5.80,10.20,0.00
3.46,-11.80,103.58,37.80,5.90,9.30,0.00
-0.27,-10.73,103.49,36.60,5.50,10.00,0.00
-2.12,-8.96,104.09,37.80,5.50,10.80,0.00
0.12,-5.10,96.66,37.00,5.20,11.60,0.00
-5.43,-10.10,104.85,36.70,4.70,11.70,0.00
-2.47,-9.55,102.61,37.60,5.50,11.30,0.00
-2.29,-12.45,101.63,37.70,4.70,11.00,0.00
-5.34,-10.30,95.39,36.40,4.90,11.40,0.00
-1.98,-12.18,104.28,37.60,4.80,11.70,0.00
-4.90,-5.28,101.32,37.00,4.80,12.00,0.00
-1.67,-12.58,101.17,35.80,4.80,12.30,0.00
-4.98,-14.83,99.65,120.00,5.30,11.60,0.00
-2.49,-12.02,102.60,31.70,5.00,11.20,0.00
-2.28,-7.07,102.89,30.60,5.00,11.70,0.00
-2.57,-12.07,98.73,29.40,5.30,11.50,0.00
-1.42,-9.53,102.54,28.00,5.00,11.60,0.00
-3.41,-11.69,103.46,28.20,5.60,11.20,0.00
-4.22,-11.66,103.67,28.00,5.50,12.10,0.00
-2.40,-10.18,102.99,27.50,5.20,12.20,0.00
-0.03,-10.59,103.27,26.70,5.50,12.10,0.00
-4.65,-9.47,98.42,26.10,5.70,12.80,0.00
-2.81,-13.95,102.17,26.50,5.80,12.40,0.00
-1.14,-8.51,102.29,24.90,5.10,12.10,0.00
-1.87,-14.32,101.24,24.00,5.80,12.90,0.00
-2.35,-12.23,102.28,24.30,5.70,13.00,0.00
-1.03,-8.12,100.67,23.40,6.10,14.60,0.00
-2.42,-11.57,101.89,21.60,6.00,14.70,0.00
-0.15,-8.89,101.78,22.60,6.10,15.90,0.00
1.59,-10.22,102.04,22.60,5.90,17.10,0.00
-2.04,-12.66,101.21,22.90,6.00,18.10,0.00
-2.83,-8.45,101.53,22.60,6.20,19.00,0.00
-0.76,-11.33,101.12,23.60,6.20,18.70,0.00
-2.08,-10.93,101.55,24.00,5.80,19.80,0.00
-1.44,-11.16,101.73,23.70,6.20,18.90,0.00
0.24,-11.17,102.31,23.70,5.90,19.20,0.00
-3.75,-13.70,102.94,24.80,5.70,17.40,0.00
0.35,-12.26,102.48,24.40,6.10,17.10,0.00
1.32,-14.00,101.70,25.00,5.50,17.20,0.00
-4.05,-10.93,104.11,26.40,5.30,14.40,0.00
-2.66,-8.01,99.79,26.90,5.30,14.90,0.00
-3.99,-11.77,100.99,27.20,5.70,14.20,0.00
0.10,-9.99,101.98,27.10,5.20,14.70,0.00
-0.01,-9.82,102.15,26.80,4.90,14.00,0.00
-0.91,-8.55,101.81,26.80,5.40,14.40,0.00
3.23,-9.71,102.43,26.70,5.50,14.60,0.00
-0.29,-9.48,101.46,27.90,5.10,14.90,0.00
-0.63,-9.41,101.81,28.00,5.60,15.50,0.00
-1.30,-8.73,101.59,28.20,5.10,15.30,0.00
0.07,-10.86,101.54,28.00,5.30,15.20,0.00
-0.57,-10.63,102.03,27.60,5.10,14.60,0.00
-5.24,-8.58,100.68,27.70,5.00,15.50,0.00
-2.46,-8.14,100.96,28.70,5.20,16.00,0.00
-5.32,-6.48,102.05,28.50,5.30,16.60,0.00
0.92,-14.15,101.70,26.80,5.90,16.50,0.00
-2.74,-10.38,101.95,27.60,5.80,18.10,0.00
-1.48,-9.82,101.81,27.60,5.30,18.20,0.00
-5.78,-10.53,102.17,29.90,5.50,20.10,0.00
-5.69,-10.69,103.08,29.70,5.00,22.40,0.00
-0.74,-5.07,101.11,30.10,5.30,24.90,0.00
-1.88,-7.84,102.74,29.20,5.00,22.10,0.00
-2.53,-9.81,101.73,28.60,5.40,21.80,0.00
-3.68,-9.69,101.40,27.80,5.10,21.70,0.00
0.73,-8.94,101.51,27.80,5.40,24.00,0.00
1.59,-8.11,102.53,27.40,5.50,22.70,0.00
2.27,-13.19,102.40,26.70,5.30,22.50,0.00
-1.34,-7.06,102.37,25.50,5.40,19.10,0.00
-3.53,-8.58,100.21,25.60,5.50,17.10,0.00
-2.09,-10.41,102.65,25.90,5.50,17.10,0.00
-0.99,-7.84,100.04,25.20,5.40,18.80,0.00
2.28,-4.52,102.16,25.40,5.80,24.80,0.00
1.68,-4.30,104.14,25.30,5.30,26.70,0.00
0.10,-8.58,101.77,24.90,5.70,27.10,0.00
-0.70,-6.28,100.82,26.60,5.30,32.10,0.00
-1.51,-4.47,101.39,26.60,5.30,33.90,0.00
-2.28,-1.93,98.66,28.00,4.80,35.40,0.00
-5.11,-7.37,98.36,27.00,5.40,35.10,0.00
-2.84,-8.09,101.94,27.30,4.80,35.60,0.00
0.37,-9.32,102.50,27.00,4.80,36.10,0.00
2.09,-5.98,100.46,27.50,5.00,35.90,0.00
0.40,-9.27,101.67,27.90,4.70,35.00,0.00
-3.85,-7.61,102.17,28.70,5.10,35.10,0.00
-1.05,-10.93,101.21,28.60,5.50,33.40,0.00
4.21,-3.17,105.78,28.70,5.30,33.70,0.00
-1.82,-3.45,109.65,29.90,5.20,29.10,0.00
-4.73,-6.50,102.22,30.40,5.20,23.80,0.00
-7.19,-13.88,96.77,30.60,5.10,21.80,0.00
-5.90,-7.99,100.72,29.40,4.90,21.20,0.00
1.85,-10.50,102.81,29.10,5.10,18.30,0.00
0.52,-7.87,102.39,29.20,5.20,19.00,0.00
-4.32,-8.82,105.27,28.50,5.40,17.80,0.00
-5.21,-8.18,101.60,29.00,5.20,16.40,0.00
-3.16,-9.44,99.78,28.70,5.40,16.90,0.00
-2.13,-7.25,102.62,29.90,5.40,16.90,0.00
-3.12,-5.26,101.74,29.50,5.70,17.90,0.00
-1.49,-7.87,102.88,29.00,5.60,16.80,0.00
-2.93,-6.79,101.74,28.80,5.60,16.20,0.00
-2.91,-6.85,101.72,28.70,5.00,17.20,0.00
-2.87,-6.79,101.86,29.40,5.30,16.70,0.00
-2.99,-6.79,101.68,28.90,5.70,16.60,0.00
-2.97,-6.82,101.84,29.00,5.40,16.70,0.00
-2.92,-6.68,101.79,28.30,5.40,16.10,0.00
-2.98,-6.82,101.78,28.60,5.50,16.60,0.00
-2.92,-6.76,101.73,28.80,5.20,16.80,0.00
-2.95,-6.75,101.83,28.50,5.70,16.90,0.00
-2.95,-6.84,101.77,29.00,5.40,17.10,0.00
-2.92,-6.71,101.79,28.50,5.70,16.80,0.00
-3.43,-9.55,103.10,29.00,5.50,17.20,0.00
3.95,-4.43,98.90,30.90,5.50,19.00,0.00
-3.19,-2.33,100.63,32.60,4.90,18.70,0.00
3.05,-11.33,100.64,30.00,4.90,14.20,0.00
-1.14,-17.16,104.90,29.90,4.80,13.40,0.00
1.03,-13.71,105.04,29.50,5.20,12.60,0.00
0.25,-14.99,101.10,28.80,4.80,12.70,0.00
4.65,-13.05,102.80,29.00,5.00,12.00,0.00
-1.90,-9.62,102.50,30.20,4.70,10.90,0.00
-0.78,-9.23,100.01,30.80,5.00,11.00,0.00
-0.14,-10.78,102.30,30.80,5.10,10.50,0.00
2.37,-10.49,101.89,30.80,5.40,10.70,0.00
3.50,-11.41,101.99,31.50,4.80,11.10,0.00
-0.04,-6.81,100.57,31.80,5.00,11.40,0.00
-0.99,-2.16,99.42,33.50,4.70,12.20,0.00
0.70,-6.23,101.09,33.40,5.50,11.80,0.00
2.12,-5.48,100.92,33.20,5.20,11.80,0.00
1.21,-11.64,102.65,31.20,4.80,11.40,0.00
0.23,-9.88,101.65,31.00,4.90,11.60,0.00
1.87,-8.41,102.59,31.90,5.10,12.00,0.00
3.91,-9.44,102.22,31.50,5.60,11.50,0.00
11.57,-9.67,102.61,32.30,5.20,11.40,0.00
1.28,-7.35,101.74,31.60,5.40,10.80,0.00
-5.92,-9.81,102.88,33.70,5.70,10.20,0.00
-1.89,-10.03,101.93,33.30,5.90,10.30,0.00
2.29,-9.47,101.22,33.00,5.60,10.20,0.00
0.25,-9.42,101.48,33.30,5.50,10.50,0.00
1.08,-10.03,102.45,33.30,5.50,10.20,0.00
0.38,-7.62,101.84,33.90,6.10,10.40,0.00
0.25,-9.43,102.31,33.90,5.60,10.00,0.00
2.98,-7.51,103.29,34.20,5.50,10.60,0.00
1.48,-9.06,100.42,33.30,5.30,10.20,0.00
2.03,-10.75,101.41,32.70,5.80,10.80,0.00
0.82,-8.87,101.91,32.10,5.60,11.10,0.00
-1.41,-9.45,102.34,32.30,6.10,10.70,0.00
-3.49,-8.65,95.84,31.40,5.30,11.30,0.00
1.90,-9.36,101.57,31.10,5.10,11.50,0.00
0.99,-6.92,102.18,31.70,5.90,11.60,0.00
-1.17,-7.15,101.92,32.10,5.50,11.70,0.00
1.92,-12.76,102.48,32.90,5.20,11.50,0.00
-0.87,-5.46,101.59,34.60,5.60,12.30,0.00
1.86,-5.66,101.86,33.90,5.50,12.30,0.00
0.68,-9.41,102.28,33.80,5.70,12.50,0.00
4.67,-16.11,101.93,32.70,5.20,11.30,0.00
0.61,-10.05,99.61,32.70,5.70,11.20,0.00
0.93,-7.80,101.79,31.90,5.20,10.80,0.00
5.45,-9.59,97.51,31.20,5.20,10.70,0.00
7.35,-14.37,102.17,31.30,5.20,10.20,0.00
9.53,-14.26,102.70,33.20,5.60,10.60,0.00
1.01,-11.69,91.16,35.40,5.50,10.20,0.00
4.03,-2.00,105.04,36.20,5.30,10.00,0.00
7.57,-24.36,92.70,33.60,6.00,9.70,0.00
5.44,-17.99,97.83,30.80,5.70,9.60,0.00
-1.04,-10.11,102.75,28.00,6.10,9.50,0.00
1.05,-2.91,111.90,23.90,6.10,9.90,0.00
6.24,-8.72,102.28,21.10,6.20,9.80,0.00
6.59,-6.81,102.84,17.50,6.40,10.00,0.00
9.93,-4.38,97.71,16.80,6.50,10.50,0.00
8.27,-12.70,108.61,16.50,6.90,9.90,0.00
9.25,-13.29,118.16,14.90,7.20,9.10,0.00
10.35,-16.08,99.69,15.20,7.30,10.20,0.00
-1.56,-14.20,101.51,12.80,7.90,11.20,0.00
-3.62,4.05,102.00,13.20,8.20,11.50,0.00
0.81,-7.48,100.93,12.60,8.60,11.40,0.00
8.39,-16.98,100.89,10.80,8.80,12.70,0.00
3.06,-2.91,114.29,9.50,9.10,14.20,0.00
-1.90,-8.46,107.80,10.10,10.90,14.20,0.00
3.90,-0.66,101.00,9.30,12.30,14.20,0.00
-0.62,3.96,119.85,10.10,28.00,15.60,0.00
-4.73,-10.96,102.20,10.10,26.90,15.50,0.00
-2.17,-12.39,99.52,9.80,22.30,17.90,0.00
0.11,-6.99,98.47,10.00,18.60,21.20,0.00
1.94,-12.50,96.63,10.20,13.90,21.60,0.00
-9.52,5.00,104.69,9.80,14.40,34.60,0.00
-6.32,-8.16,106.64,11.30,14.80,38.30,0.00
-1.29,-9.42,95.74,14.40,14.40,42.30,0.00
-1.48,5.19,100.54,22.90,14.50,53.50,0.00
1.32,-10.14,101.18,24.30,14.20,120.00,0.00
5.24,-3.03,107.31,25.10,14.20,45.70,0.00
4.80,-10.18,101.20,26.30,13.60,120.00,0.00
2.11,0.38,100.03,26.90,12.90,41.90,0.00
1.79,0.93,102.82,28.00,12.90,49.10,0.00
4.64,-4.00,102.33,28.10,12.50,43.80,0.00
2.14,3.28,98.17,17.40,11.60,49.40,0.00
5.48,-1.58,103.07,14.30,11.70,47.70,0.00
3.36,3.54,99.96,12.90,10.90,46.70,0.00
0.31,6.67,107.43,12.30,10.30,31.20,0.00
-5.83,-0.67,103.52,14.30,10.60,28.10,0.00
-3.59,4.86,102.59,14.60,10.40,27.40,0.00
1.29,-2.25,101.68,14.20,10.30,120.00,0.00
-3.21,4.11,101.03,14.30,10.60,27.30,0.00
6.01,-9.56,104.32,18.40,10.60,20.20,0.00
-1.04,3.39,101.46,25.60,10.80,17.20,0.00
0.81,4.88,104.77,30.40,10.60,15.70,0.00
-1.78,-8.40,99.14,31.70,10.30,16.30,0.00
-5.98,0.11,102.91,31.10,9.70,16.50,0.00
3.11,3.50,101.32,30.10,10.40,17.10,0.00
1.81,-3.87,103.45,31.20,10.50,17.10,0.00
-0.16,3.94,97.60,30.30,10.20,17.80,0.00
1.40,-1.47,105.50,29.50,10.50,17.60,0.00
1.03,-4.61,103.99,28.40,11.10,17.10,0.00
-1.51,2.06,108.54,27.30,11.70,18.60,0.00
-0.28,-7.70,101.42,25.00,12.20,18.10,0.00
-3.02,10.41,101.01,24.40,12.80,18.60,0.00
-2.26,-7.31,103.61,20.80,13.10,17.20,0.00
-3.24,-1.93,104.45,19.30,13.10,17.40,0.00
-3.95,-5.22,99.96,19.00,13.50,18.70,0.00
-1.76,-3.14,105.64,18.90,13.10,19.70,0.00
-5.00,-1.64,102.70,19.20,13.60,19.70,0.00
-2.92,0.43,101.35,19.30,13.60,20.60,0.00
-3.09,-3.09,102.24,20.10,13.60,22.70,0.00
-4.80,-1.02,102.78,19.10,13.70,22.30,0.00
-6.16,-0.60,102.62,19.10,13.50,21.10,0.00
-5.90,-5.60,101.20,19.00,13.80,24.30,0.00
-5.29,3.16,102.67,21.80,13.40,30.30,0.00
-4.27,4.97,102.47,22.80,13.20,37.10,0.00
